port,game,round,depth,num_children,entropy_ratio,q_spread,concentration
5003,50,25,2,4,0.9855,0.0003,0.3
5003,50,25,3,2,1.0,0.0,0.5
5001,50,26,1,2,0.9975,0.001,0.5294
5001,50,26,2,4,1.0,0.0041,0.25
5003,50,26,1,3,0.9991,0.0,0.3548
5003,50,26,2,3,1.0,0.0,0.3333
5003,50,26,3,2,1.0,0.0002,0.5
5001,50,27,1,2,0.9986,0.004,0.5217
5001,50,27,2,2,1.0,0.0,0.5
5001,50,27,3,3,1.0,0.0002,0.3333
5003,50,27,2,3,0.9981,0.0001,0.3641
5003,50,27,3,4,0.9999,0.0,0.2562
5001,50,28,1,4,1.0,0.0036,0.25
5001,50,28,2,4,1.0,0.0076,0.25
5003,50,28,1,9,0.9996,0.0,0.1226
5001,50,29,1,3,1.0,0.0035,0.3333
5001,50,29,2,3,1.0,0.0103,0.3333
5001,50,30,1,3,0.9994,0.0039,0.3421
5001,50,30,2,3,0.9922,0.0014,0.3636
5001,50,30,3,3,1.0,0.0026,0.3333
5003,50,30,1,7,0.9905,0.0003,0.1875
5001,50,31,1,2,1.0,0.0015,0.5
5001,50,31,2,3,0.9912,0.0021,0.4
5003,50,31,1,4,0.9998,0.0004,0.2581
5001,50,32,1,3,0.9983,0.0003,0.3478
5001,50,32,2,5,0.9697,0.0015,0.3333
5001,50,33,1,11,1.0,0.0036,0.0909
5000,51,1,1,3,1.0,0.0005,0.3353
5000,51,1,2,3,0.9998,0.0013,0.3421
5001,51,1,1,3,0.995,0.0007,0.3827
5001,51,1,2,2,0.9948,0.0011,0.5425
5002,51,1,1,3,0.9987,0.0019,0.3579
5002,51,1,2,3,0.9997,0.0021,0.3452
5003,51,1,1,2,0.9998,0.0009,0.5092
5003,51,1,2,2,0.9998,0.0011,0.5081
5000,51,2,1,3,1.0,0.0006,0.3377
5000,51,2,2,3,0.9999,0.0005,0.3359
5001,51,2,1,3,0.9922,0.0005,0.3922
5001,51,2,2,3,0.9914,0.0045,0.3939
5002,51,2,1,2,0.9998,0.0006,0.509
5002,51,2,2,3,0.9988,0.0017,0.3571
5003,51,2,1,3,0.9998,0.0007,0.344
5003,51,2,2,2,0.9996,0.0027,0.5118
5000,51,3,1,3,0.9999,0.0007,0.3368
5000,51,3,2,3,1.0,0.0006,0.3375
5001,51,3,2,2,0.9987,0.0012,0.5216
5002,51,3,1,3,0.9986,0.0014,0.3592
5002,51,3,2,3,0.9998,0.0001,0.3425
5003,51,3,1,2,0.9996,0.001,0.5123
5000,51,4,2,2,0.9999,0.0002,0.5069
5001,51,4,2,2,0.9992,0.0008,0.5162
5002,51,4,1,3,0.9981,0.0014,0.3641
5002,51,4,2,3,0.9999,0.0001,0.3407
5003,51,4,1,5,0.9993,0.0027,0.2155
5000,51,5,1,2,0.9967,0.003,0.5337
5001,51,5,1,2,0.9989,0.0009,0.5196
5002,51,5,1,3,0.9982,0.0013,0.3631
5002,51,5,2,3,0.9999,0.0001,0.3417
5003,51,5,1,4,0.9981,0.0039,0.276
5000,51,6,1,6,0.9998,0.0009,0.1712
5001,51,6,1,3,0.9899,0.0004,0.4
5001,51,6,2,2,1.0,0.0008,0.5
5001,51,6,3,3,1.0,0.0004,0.3333
5002,51,6,1,3,0.9985,0.0011,0.3601
5002,51,6,2,4,1.0,0.0006,0.2521
5000,51,7,1,3,0.9999,0.001,0.3386
5001,51,7,2,2,0.9993,0.0007,0.5152
5001,51,7,3,6,0.9978,0.0047,0.1789
5002,51,7,1,3,0.9994,0.0011,0.3493
5000,51,8,1,3,1.0,0.0004,0.3333
5001,51,8,1,2,1.0,0.0006,0.5
5002,51,8,1,7,0.9953,0.0004,0.1739
5002,51,8,2,3,1.0,0.0002,0.3333
5003,51,8,1,4,1.0,0.0003,0.2536
5000,51,9,1,3,0.9993,0.003,0.3465
5001,51,9,1,2,0.9997,0.0012,0.5102
5001,51,9,2,3,0.9983,0.0027,0.3478
5001,51,9,3,2,1.0,0.0002,0.5
5002,51,9,1,4,1.0,0.0004,0.2508
5003,51,9,1,3,1.0,0.0016,0.3333
5003,51,9,2,3,0.9602,0.001,0.4
5000,51,10,1,3,0.9999,0.0008,0.3378
5001,51,10,1,2,0.9988,0.0002,0.52
5001,51,10,2,2,0.994,0.0003,0.5455
5001,51,10,3,4,1.0,0.0029,0.25
5003,51,10,1,3,0.9992,0.0005,0.3429
5003,51,10,2,3,0.9912,0.0005,0.4
5003,51,10,3,3,1.0,0.001,0.3333
5000,51,11,1,4,0.9999,0.001,0.2578
5000,51,11,2,7,1.0,0.001,0.1451
5001,51,11,1,2,0.9999,0.0003,0.5055
5003,51,11,1,3,0.9995,0.0008,0.3472
5003,51,11,3,2,0.9984,0.0019,0.5238
5003,51,11,5,7,1.0,0.0015,0.1429
5000,51,12,2,4,1.0,0.0003,0.2531
5001,51,12,1,4,0.9964,0.0021,0.2941
5001,51,12,2,2,0.9183,0.0004,0.6667
5002,51,12,1,3,0.9994,0.0007,0.35
5002,51,12,2,3,0.9986,0.0025,0.3462
5002,51,12,3,3,0.9821,0.0002,0.4286
5003,51,12,2,6,1.0,0.0024,0.1667
5000,51,13,1,4,0.9995,0.0019,0.2638
5000,51,13,2,4,0.9999,0.0005,0.2529
5001,51,13,1,3,1.0,0.0011,0.3333
5001,51,13,2,5,1.0,0.0072,0.2
5001,51,14,1,5,0.9997,0.0035,0.2115
5002,51,14,1,3,0.9998,0.0004,0.3432
5003,51,14,2,8,0.9995,0.004,0.129
5000,51,15,1,2,0.9994,0.0001,0.5147
5001,51,15,1,4,0.9988,0.0037,0.2709
5002,51,15,1,3,0.9989,0.0009,0.3559
5002,51,15,2,3,0.9997,0.0004,0.3448
5003,51,15,1,2,0.9996,0.0009,0.5115
5003,51,15,2,6,0.9986,0.0035,0.1929
5000,51,16,1,4,0.9999,0.0002,0.2541
5001,51,16,1,5,0.995,0.0034,0.24
5001,51,16,2,3,0.9464,0.0028,0.5
5002,51,16,1,4,1.0,0.0,0.2539
5003,51,16,1,8,1.0,0.0013,0.1263
5000,51,17,1,2,0.9999,0.0002,0.5069
5001,51,17,1,4,1.0,0.0028,0.25
5001,51,17,2,3,1.0,0.0013,0.3333
5001,51,17,3,3,1.0,0.0005,0.3333
5002,51,17,1,3,1.0,0.0003,0.3354
5002,51,17,2,2,0.9999,0.0002,0.5062
5003,51,17,1,5,0.9973,0.0012,0.2381
5003,51,17,2,2,0.9183,0.0018,0.6667
5001,51,18,2,4,0.9898,0.0068,0.2844
5003,51,18,1,3,1.0,0.0014,0.3333
5003,51,18,2,3,0.9602,0.0014,0.4
5000,51,19,1,2,0.9999,0.0003,0.5047
5001,51,19,1,4,1.0,0.0006,0.2526
5003,51,19,1,3,0.9997,0.0003,0.3433
5001,51,20,1,4,0.9964,0.0022,0.2941
5001,51,20,2,4,1.0,0.0074,0.25
5003,51,20,1,3,1.0,0.0005,0.3333
5003,51,20,2,4,0.9855,0.004,0.3
5003,51,20,3,2,1.0,0.0016,0.5
5001,51,21,1,4,0.9991,0.0017,0.2688
5001,51,21,2,6,1.0,0.0045,0.1692
5003,51,21,1,5,0.9985,0.0011,0.2069
5003,51,21,2,3,0.9464,0.0004,0.5
5000,51,22,1,3,0.9999,0.0004,0.337
5000,51,22,2,3,0.9994,0.0024,0.3503
5001,51,22,1,11,0.9995,0.0124,0.0923
5001,51,22,3,3,1.0,0.0007,0.3333
5003,51,22,1,5,0.9824,0.001,0.2222
5000,51,23,1,2,0.999,0.0025,0.5182
5000,51,23,2,2,0.9998,0.0004,0.5076
5001,51,23,1,8,0.9989,0.0073,0.14
5001,51,23,2,4,0.961,0.0023,0.4
5002,51,23,1,3,0.9994,0.0007,0.3494
5002,51,23,2,5,0.9999,0.0004,0.2066
5003,51,23,1,3,0.9821,0.0023,0.4286
5003,51,23,2,2,1.0,0.0003,0.5
5001,51,24,1,11,0.9806,0.0038,0.1111
5002,51,24,1,3,0.999,0.0013,0.3555
5002,51,24,2,5,0.9996,0.0016,0.2095
5003,51,24,1,4,1.0,0.0012,0.25
5003,51,24,2,3,1.0,0.0003,0.3333
5001,51,25,2,9,0.9901,0.012,0.1457
5002,51,25,1,3,1.0,0.0001,0.3363
5002,51,25,2,3,0.9997,0.0006,0.3423
5003,51,25,1,3,0.9986,0.0012,0.36
5003,51,25,2,6,0.9755,0.0019,0.2857
5001,51,26,2,8,0.9936,0.0067,0.1779
5002,51,26,1,3,0.9994,0.0007,0.3499
5002,51,26,2,5,0.9997,0.0002,0.2096
5003,51,26,1,4,0.9955,0.0005,0.2778
5003,51,26,2,4,1.0,0.0005,0.25
5001,51,27,1,5,0.9992,0.0007,0.2152
5002,51,27,1,5,0.9982,0.0015,0.2308
5002,51,27,2,5,1.0,0.0006,0.2
5003,51,27,1,4,1.0,0.0028,0.25
5001,51,28,1,3,0.9912,0.0013,0.4
5001,51,28,2,3,1.0,0.0038,0.3333
5002,51,28,1,4,0.9996,0.0009,0.2605
5002,51,28,2,2,0.9999,0.0001,0.5059
5003,51,28,1,4,0.9976,0.0019,0.2857
5003,51,28,2,5,1.0,0.0016,0.2
5001,51,29,1,7,0.9992,0.0085,0.1552
5001,51,29,2,3,0.9821,0.0018,0.4286
5001,51,29,3,2,1.0,0.0002,0.5
5002,51,29,1,3,0.9997,0.0005,0.3452
5003,51,29,1,3,0.9983,0.0003,0.3478
5003,51,29,2,2,1.0,0.0008,0.5
5003,51,29,3,2,1.0,0.0029,0.5
5001,51,30,1,4,0.9965,0.0038,0.2812
5001,51,30,2,3,0.9965,0.0026,0.375
5001,51,30,3,3,0.9464,0.0006,0.5
5002,51,30,1,6,0.9995,0.0004,0.1821
5003,51,30,1,4,1.0,0.0014,0.25
5003,51,30,2,3,0.9464,0.0006,0.5
5001,51,31,1,3,0.9963,0.0041,0.375
5001,51,31,2,7,0.9924,0.0041,0.1579
5001,51,31,3,2,1.0,0.0002,0.5
5002,51,31,1,7,0.9989,0.0006,0.1625
5003,51,31,1,4,0.999,0.0002,0.2632
5003,51,31,2,3,0.9851,0.001,0.375
5003,51,31,3,2,1.0,0.0001,0.5
5001,51,32,1,4,0.9935,0.0005,0.2982
5001,51,32,2,3,1.0,0.0019,0.3333
5001,51,32,3,4,1.0,0.0012,0.25
5002,51,32,1,2,0.9997,0.0006,0.5105
5003,51,32,1,3,0.9968,0.0011,0.3529
5003,51,32,2,2,1.0,0.0006,0.5
5001,51,33,1,4,1.0,0.003,0.25
5001,51,33,2,2,1.0,0.0005,0.5
5003,51,33,1,3,0.9991,0.0008,0.3438
5003,51,33,2,3,1.0,0.0001,0.3333
5001,51,34,1,4,0.9955,0.0011,0.2778
5001,51,34,2,4,1.0,0.0014,0.25
5003,51,34,1,6,0.9755,0.0013,0.2857
5001,51,35,1,4,0.9983,0.0067,0.28
5001,51,35,2,6,1.0,0.0087,0.1667
5003,51,35,1,5,0.9991,0.0006,0.2222
5003,51,35,3,3,0.9464,0.0019,0.5
5001,51,36,1,3,0.9952,0.0035,0.3571
5001,51,36,2,4,1.0,0.0008,0.25
5003,51,36,1,2,0.9984,0.0004,0.5238
5003,51,36,2,3,1.0,0.0022,0.3333
5001,51,37,3,13,1.0,0.0054,0.0769
5003,51,37,1,2,0.9988,0.0014,0.5206
5001,51,38,1,3,0.9899,0.007,0.4
5001,51,38,3,4,0.9591,0.0074,0.3333
5002,51,38,1,3,0.999,0.0012,0.3555
5002,51,38,2,3,1.0,0.0,0.3378
5003,51,38,2,2,0.9996,0.0003,0.5115
5001,51,39,1,3,0.9912,0.0034,0.4
5001,51,39,3,4,1.0,0.0013,0.25
5002,51,39,1,3,0.9998,0.0004,0.3415
5003,51,39,1,6,0.9925,0.001,0.2308
5003,51,39,2,2,1.0,0.0,0.5
5001,51,40,1,5,0.9975,0.0031,0.2286
5001,51,40,2,2,1.0,0.0057,0.5
5001,51,40,3,2,1.0,0.0001,0.5
5003,51,40,1,4,1.0,0.0027,0.25
5003,51,40,2,3,1.0,0.0019,0.3333
5001,51,41,1,5,0.9985,0.0021,0.2069
5001,51,41,2,3,0.9464,0.003,0.5
5003,51,41,1,2,0.9961,0.0031,0.5368
5000,52,1,1,2,0.9999,0.0003,0.5065
5000,52,1,2,2,0.9999,0.0002,0.5043
5001,52,1,1,2,0.9986,0.0002,0.5218
5001,52,1,2,2,0.9988,0.0001,0.52
5002,52,1,1,3,0.9998,0.0012,0.3401
5002,52,1,2,2,1.0,0.0015,0.5038
5003,52,1,1,3,0.9997,0.0001,0.342
5003,52,1,2,3,0.9999,0.0014,0.3373
5000,52,2,1,3,1.0,0.0005,0.3371
5001,52,2,1,3,0.9992,0.0,0.3489
5001,52,2,2,2,0.9987,0.0,0.5208
5002,52,2,1,2,0.9992,0.0023,0.5161
5002,52,2,2,2,0.9999,0.001,0.5049
5003,52,2,1,2,0.9995,0.0017,0.5136
5000,52,3,1,2,1.0,0.0002,0.501
5001,52,3,1,3,0.9994,0.0002,0.3453
5001,52,3,2,3,0.9991,0.0003,0.3521
5002,52,3,1,2,0.9999,0.0002,0.5061
5002,52,3,2,3,1.0,0.0012,0.3374
5003,52,3,1,4,0.9995,0.001,0.2598
5003,52,3,2,2,0.9995,0.0005,0.5136
5000,52,4,1,2,1.0,0.0001,0.5033
5001,52,4,1,3,0.999,0.0001,0.3541
5001,52,4,2,3,0.9986,0.0002,0.3563
5002,52,4,1,3,1.0,0.0012,0.3344
5003,52,4,1,5,0.9998,0.0011,0.2036
5003,52,4,2,2,0.9996,0.0007,0.5124
5000,52,5,2,3,0.9993,0.0012,0.3515
5001,52,5,1,3,0.999,0.0001,0.3537
5001,52,5,2,4,0.9992,0.0004,0.2688
5003,52,5,2,4,0.9994,0.0002,0.2646
5000,52,6,2,3,0.9996,0.0008,0.3468
5001,52,6,1,3,0.9989,0.0001,0.3554
5001,52,6,2,4,0.9989,0.0003,0.2727
5003,52,6,2,4,0.9993,0.0003,0.2665
5000,52,7,2,4,0.9996,0.0009,0.2643
5001,52,7,1,3,0.9989,0.0,0.3551
5001,52,7,2,4,0.9991,0.0001,0.2699
5002,52,7,1,3,0.9999,0.002,0.3381
5002,52,7,2,2,0.9996,0.0001,0.5123
5003,52,7,2,4,0.9996,0.0008,0.2593
5000,52,8,2,4,0.9998,0.0005,0.2606
5001,52,8,1,3,0.999,0.0001,0.3541
5001,52,8,2,4,0.999,0.0001,0.2707
5002,52,8,1,2,0.994,0.0007,0.5455
5003,52,8,1,4,0.9995,0.0003,0.2638
5000,52,9,2,4,0.9996,0.0006,0.2631
5001,52,9,1,3,0.9989,0.0,0.3551
5001,52,9,2,4,0.9991,0.0001,0.2699
5002,52,9,1,3,1.0,0.0002,0.3333
5003,52,9,1,4,0.9999,0.0008,0.2568
5003,52,9,2,4,0.9995,0.0003,0.2638
5000,52,10,2,4,0.9997,0.0006,0.2614
5001,52,10,1,3,0.9989,0.0,0.3551
5001,52,10,2,4,0.9991,0.0,0.2699
5002,52,10,1,9,0.9971,0.0011,0.1176
5003,52,10,1,7,0.997,0.0005,0.1735
5003,52,10,2,4,0.9996,0.0008,0.2632
5000,52,11,1,4,0.9995,0.0009,0.2658
5001,52,11,1,3,0.9989,0.0,0.3551
5001,52,11,2,4,0.9994,0.0005,0.267
5002,52,11,1,8,0.9964,0.0006,0.1556
5002,52,11,3,4,1.0,0.0003,0.25
5003,52,11,1,3,0.9998,0.0005,0.341
5003,52,11,2,4,0.9996,0.0011,0.2604
5000,52,12,1,4,0.9997,0.0005,0.2618
5001,52,12,1,3,0.9989,0.0,0.3551
5001,52,12,2,4,0.9995,0.0008,0.2642
5002,52,12,1,8,0.9988,0.0013,0.1478
5002,52,12,3,3,0.9995,0.0024,0.3488
5003,52,12,1,5,0.9932,0.0016,0.2578
5003,52,12,2,4,0.9996,0.001,0.2627
5000,52,13,1,4,0.9995,0.0008,0.2658
5001,52,13,1,3,0.9988,0.0001,0.3561
5001,52,13,2,4,0.9994,0.0009,0.2663
5002,52,13,1,8,0.9916,0.0017,0.1667
5003,52,13,1,6,0.9903,0.003,0.2367
5003,52,13,2,4,0.9995,0.0005,0.265
5000,52,14,1,4,0.9995,0.0008,0.2658
5001,52,14,1,3,0.9988,0.0001,0.3561
5001,52,14,2,4,0.9994,0.0007,0.2663
5002,52,14,1,7,0.9977,0.0029,0.1481
5003,52,14,1,4,0.9982,0.0037,0.2787
5003,52,14,2,4,0.9949,0.0005,0.2667
5003,52,14,3,2,1.0,0.0001,0.5
5000,52,15,1,3,0.9998,0.0001,0.3416
5001,52,15,1,3,0.9987,0.0001,0.3574
5001,52,15,2,4,0.9993,0.0,0.2687
5002,52,15,1,7,0.9953,0.0014,0.1739
5002,52,15,2,3,1.0,0.0,0.3333
5003,52,15,1,4,0.9958,0.0033,0.2966
5000,52,16,1,3,0.9981,0.0007,0.3636
5001,52,16,1,3,0.9987,0.0001,0.3571
5001,52,16,2,4,0.9989,0.0,0.2712
5002,52,16,1,7,0.9708,0.0013,0.2222
5000,52,17,1,4,1.0,0.0011,0.25
5000,52,17,2,3,1.0,0.0007,0.3333
5001,52,17,1,3,0.9986,0.0002,0.3581
5001,52,17,2,4,0.9991,0.0,0.2704
5002,52,17,1,3,0.9977,0.0004,0.35
5002,52,17,2,4,0.961,0.0012,0.4
5000,52,18,1,3,0.9998,0.0007,0.3431
5001,52,18,1,3,0.9978,0.0006,0.3651
5001,52,18,2,4,0.999,0.0002,0.2707
5002,52,18,1,5,0.9962,0.0006,0.2273
5002,52,18,2,4,1.0,0.0,0.25
5000,52,19,1,3,0.9995,0.0011,0.3477
5001,52,19,1,6,0.9991,0.0008,0.1866
5001,52,19,2,4,0.9989,0.0,0.2717
5002,52,19,1,7,0.9917,0.0076,0.1905
5000,52,20,1,3,0.9996,0.0008,0.3467
5001,52,20,2,3,0.9912,0.0005,0.4
5001,52,20,3,3,1.0,0.0,0.3333
5002,52,20,1,6,0.9911,0.0064,0.2174
5002,52,20,2,4,1.0,0.0007,0.25
5000,52,21,1,2,0.9999,0.0006,0.5065
5000,52,21,2,8,0.9999,0.0036,0.1312
5001,52,21,1,7,0.9732,0.0067,0.1818
5002,52,21,1,4,0.9591,0.0037,0.3333
5000,52,22,1,7,0.9995,0.0045,0.1588
5001,52,22,1,7,1.0,0.0015,0.1429
5001,52,22,2,2,1.0,0.0,0.5
5002,52,22,1,3,0.9989,0.0002,0.3571
5002,52,22,2,4,1.0,0.0005,0.25
5000,52,23,1,4,0.9998,0.0009,0.2568
5001,52,23,1,3,0.9989,0.0001,0.3571
5001,52,23,2,6,0.9671,0.0002,0.25
5002,52,23,1,15,0.9992,0.0012,0.0789
5001,52,24,2,10,0.9981,0.0002,0.129
5002,52,24,1,3,1.0,0.0006,0.3333
5002,52,24,2,6,1.0,0.0002,0.1667
5001,52,25,3,2,0.9994,0.0008,0.5147
5002,52,25,1,3,1.0,0.0025,0.3333
5002,52,25,2,3,0.9464,0.0029,0.5
5002,52,26,1,4,0.9976,0.0017,0.2857
5002,52,26,2,4,1.0,0.0001,0.25
5001,52,27,1,3,0.9975,0.0,0.3636
5001,52,27,2,4,0.9855,0.0001,0.3
5001,52,27,3,2,1.0,0.0,0.5
5002,52,27,1,6,0.9914,0.0028,0.2286
5001,52,28,1,3,0.9962,0.0001,0.3704
5001,52,28,2,3,0.9851,0.0001,0.375
5001,52,28,3,2,1.0,0.0001,0.5
5002,52,28,1,3,0.9947,0.0004,0.3846
5001,52,29,1,3,0.997,0.0001,0.3667
5001,52,29,2,3,1.0,0.0,0.3333
5001,52,29,3,2,1.0,0.0,0.5
5001,52,30,1,3,0.9989,0.0001,0.3571
5001,52,30,2,3,0.9851,0.0004,0.375
5001,52,30,3,2,1.0,0.0,0.5
5002,52,30,1,3,0.9991,0.0008,0.3548
5002,52,30,2,3,1.0,0.0011,0.3333
5002,52,30,3,2,1.0,0.0,0.5
5001,52,31,1,3,0.9985,0.0,0.3596
5001,52,31,2,3,0.997,0.0003,0.3667
5001,52,31,3,3,1.0,0.0001,0.3333
5002,52,31,1,3,0.9922,0.0004,0.3636
5002,52,31,2,3,1.0,0.0001,0.3333
5001,52,32,1,3,0.9983,0.0002,0.36
5002,52,32,1,3,0.9953,0.0026,0.3811
5002,52,32,2,3,0.9991,0.0009,0.3545
5002,52,32,3,4,0.9998,0.0018,0.2576
5001,52,33,1,3,0.9986,0.0002,0.36
5002,52,33,1,3,0.9991,0.0006,0.3548
5002,52,33,2,2,0.9911,0.0005,0.5556
5002,52,33,3,4,1.0,0.0001,0.25
5002,52,34,1,3,0.9989,0.0003,0.3448
5002,52,34,2,3,0.9851,0.001,0.375
5002,52,34,3,2,1.0,0.0003,0.5
5000,53,1,1,3,0.9977,0.0008,0.3636
5000,53,1,2,2,0.9979,0.0002,0.5267
5001,53,1,1,3,0.9999,0.0002,0.3372
5001,53,1,2,3,0.9998,0.0003,0.3379
5002,53,1,1,3,0.9944,0.0059,0.3602
5002,53,1,2,3,0.9999,0.001,0.3387
5003,53,1,1,2,0.9999,0.0001,0.5058
5000,53,2,1,3,0.9956,0.0007,0.3726
5001,53,2,1,3,0.9999,0.0,0.339
5001,53,2,2,3,0.9998,0.0,0.3431
5002,53,2,1,3,0.9999,0.0005,0.3371
5002,53,2,2,2,0.9997,0.0022,0.5102
5003,53,2,1,3,0.9915,0.0058,0.386
5003,53,2,2,3,0.9998,0.0007,0.3424
5000,53,3,1,2,0.9996,0.0012,0.5121
5000,53,3,2,2,0.9967,0.0011,0.5339
5001,53,3,1,3,0.9998,0.0,0.3414
5001,53,3,2,3,0.9999,0.0001,0.3397
5002,53,3,1,2,0.9999,0.0006,0.5064
5002,53,3,2,3,0.9999,0.0003,0.339
5002,53,3,3,2,1.0,0.0008,0.5
5003,53,3,1,3,0.9983,0.0018,0.3513
5000,53,4,1,2,1.0,0.0001,0.5023
5000,53,4,2,2,0.997,0.0006,0.5321
5001,53,4,1,6,0.9999,0.0,0.1717
5001,53,4,2,3,0.9998,0.0,0.3429
5003,53,4,2,3,1.0,0.0005,0.3361
5001,53,5,1,6,0.9998,0.0,0.1718
5001,53,5,2,3,0.9999,0.0,0.3415
5002,53,5,1,3,0.9998,0.0011,0.3407
5003,53,5,1,3,0.9991,0.0032,0.3438
5003,53,5,2,2,1.0,0.0005,0.5
5003,53,5,3,2,1.0,0.0007,0.5
5003,53,5,4,2,1.0,0.0004,0.5
5001,53,6,2,3,0.9998,0.0,0.342
5002,53,6,1,2,1.0,0.0002,0.5034
5003,53,6,1,3,1.0,0.0013,0.3333
5003,53,6,2,3,0.9912,0.0009,0.4
5001,53,7,1,3,0.9999,0.0,0.3402
5001,53,7,2,3,0.9996,0.0,0.3436
5002,53,7,1,9,0.9991,0.0047,0.1164
5003,53,7,1,8,1.0,0.003,0.125
5003,53,7,2,2,1.0,0.0003,0.5
5000,53,8,1,4,0.9997,0.0015,0.2613
5001,53,8,1,9,0.9925,0.0,0.1176
5002,53,8,1,4,0.9986,0.0033,0.2618
5003,53,8,1,4,0.9994,0.0019,0.2596
5001,53,9,1,3,1.0,0.0001,0.3367
5001,53,9,2,3,0.9999,0.0,0.3374
5002,53,9,1,4,1.0,0.0005,0.2522
5003,53,9,1,6,0.9995,0.0005,0.1756
5000,53,10,1,3,0.9913,0.0052,0.3856
5001,53,10,2,6,0.9982,0.0004,0.1827
5002,53,10,1,6,0.9994,0.002,0.1786
5003,53,10,1,7,1.0,0.0009,0.1429
5000,53,11,1,3,0.997,0.0014,0.3667
5000,53,11,2,7,0.9708,0.0044,0.2222
5002,53,11,2,4,1.0,0.0006,0.2532
5003,53,11,1,3,1.0,0.0005,0.3333
5003,53,11,2,5,1.0,0.0008,0.2
5000,53,12,1,3,0.9997,0.0018,0.3462
5001,53,12,1,4,0.9999,0.0,0.2543
5001,53,12,2,3,1.0,0.0,0.3333
5002,53,12,1,2,0.9981,0.0006,0.5257
5003,53,12,1,3,0.9965,0.0029,0.375
5003,53,12,2,3,0.9464,0.0011,0.5
5000,53,13,1,3,0.9998,0.0009,0.3412
5002,53,13,1,2,0.999,0.0011,0.5185
5003,53,13,1,7,0.9999,0.0077,0.1453
5000,53,14,1,3,0.9986,0.0007,0.36
5000,53,14,2,5,0.963,0.0026,0.2857
5002,53,14,1,4,0.9984,0.005,0.2667
5002,53,14,2,3,1.0,0.0001,0.3333
5003,53,14,1,5,0.9999,0.0022,0.2073
5000,53,15,1,2,1.0,0.0001,0.5039
5000,53,15,2,3,0.9985,0.0038,0.3504
5001,53,15,1,3,0.9998,0.0,0.3411
5001,53,15,2,3,0.9997,0.0001,0.3416
5002,53,15,1,2,0.9987,0.0021,0.521
5002,53,15,2,3,0.9998,0.0015,0.343
5003,53,15,1,4,0.9988,0.0008,0.2581
5003,53,15,2,3,1.0,0.0007,0.3333
5000,53,16,2,3,0.9806,0.0074,0.403
5002,53,16,1,4,0.9988,0.0035,0.2647
5002,53,16,2,5,0.963,0.0021,0.2857
5003,53,16,1,3,0.9989,0.0013,0.3502
5000,53,17,1,2,0.9986,0.0013,0.5217
5000,53,17,2,5,1.0,0.0011,0.2
5001,53,17,1,3,0.9998,0.0,0.3381
5001,53,17,2,2,1.0,0.0,0.5
5002,53,17,1,4,0.9994,0.0049,0.2558
5002,53,17,2,3,1.0,0.0004,0.3333
5000,53,18,2,5,0.9997,0.0017,0.209
5000,53,18,3,3,0.998,0.0012,0.3592
5001,53,18,1,3,0.9998,0.0001,0.3404
5002,53,18,1,7,0.9732,0.0027,0.1818
5003,53,18,1,4,0.9982,0.0026,0.2668
5000,53,19,1,7,0.9796,0.0034,0.25
5001,53,19,1,2,0.9987,0.0,0.5216
5002,53,19,1,3,0.9995,0.0004,0.3447
5002,53,19,2,4,0.9996,0.003,0.2571
5003,53,19,1,3,0.9998,0.0011,0.3427
5000,53,20,1,5,1.0,0.0013,0.2
5000,53,20,2,2,1.0,0.0001,0.5
5001,53,20,1,4,0.9999,0.0,0.2528
5001,53,20,2,3,0.9999,0.0001,0.336
5002,53,20,1,4,0.9985,0.0014,0.2593
5002,53,20,2,3,0.9602,0.0031,0.4
5003,53,20,1,2,0.9997,0.0011,0.5095
5000,53,21,1,6,0.9997,0.0019,0.1692
5000,53,21,2,3,0.9967,0.0016,0.3636
5002,53,21,1,2,0.9999,0.0001,0.5047
5002,53,21,2,5,0.9999,0.0021,0.2045
5000,53,22,1,5,0.9941,0.0055,0.2222
5000,53,22,2,3,1.0,0.0006,0.3333
5001,53,22,1,4,1.0,0.0001,0.25
5001,53,22,2,4,1.0,0.0005,0.25
5002,53,22,1,2,1.0,0.0002,0.5
5002,53,22,2,3,1.0,0.0007,0.3333
5000,53,23,1,10,1.0,0.0028,0.1
5000,53,23,2,2,1.0,0.0007,0.5
5001,53,23,1,4,0.9996,0.0001,0.2588
5001,53,23,2,2,1.0,0.0002,0.5039
5002,53,23,1,3,0.9989,0.001,0.3448
5002,53,23,2,4,1.0,0.0018,0.25
5000,53,24,1,6,0.9979,0.0015,0.2
5000,53,24,2,4,1.0,0.0016,0.25
5002,53,24,2,3,0.9986,0.0005,0.3462
5002,53,24,3,4,0.9751,0.0014,0.2857
5000,53,25,1,3,1.0,0.0014,0.3333
5000,53,25,2,3,1.0,0.0081,0.3333
5002,53,25,2,10,1.0,0.0009,0.1
5000,53,26,1,4,0.9943,0.0026,0.2788
5002,53,26,1,5,0.9989,0.0021,0.2059
5002,53,26,2,3,0.9602,0.0024,0.4
5000,53,27,1,11,0.9989,0.0069,0.1013
5002,53,27,2,3,1.0,0.0013,0.3333
5002,53,27,3,3,0.9821,0.0009,0.4286
5002,53,27,4,2,1.0,0.0001,0.5
5000,53,28,1,4,0.9988,0.0024,0.2581
5000,53,28,2,2,1.0,0.0006,0.5
5000,53,28,3,2,1.0,0.0005,0.5
