game,round,num_iterations,max_depth,avg_depth,time_taken,num_children,value
302,38,248,2,2.0,1.0,3,0.5
302,39,279,2,2.0,1.0,3,0.5
302,40,300,2,2.0,1.0,4,0.44510850171455957
302,41,370,2,2.0,1.0,5,0.49025741946780416
302,42,354,2,2.0,1.0,3,0.5
302,43,363,2,2.0,1.0,3,0.5
302,44,478,2,1.0104602510460252,1.0,3,0.74581589958159
303,1,358,2,2.0,1.0,3,-0.16095504123437152
303,2,328,2,2.0,1.0,2,-0.15744156120859945
303,3,305,2,2.0,1.0,2,-0.1410245765163798
303,4,297,2,2.0,1.0,1,-0.14283574511297306
303,5,282,2,2.0,1.0,3,0.13388408687943273
303,6,267,2,2.0,1.0,3,0.23628094742928066
303,7,262,2,2.0,1.0,3,0.24375859912445327
303,8,276,2,2.0,1.0,1,0.2438235253029146
303,9,244,2,2.0,1.0,3,0.23535058242754842
303,10,250,2,2.0,1.0,3,0.09005268715234764
303,11,265,2,2.0,1.0,2,0.23896680938724038
303,12,197,2,2.0,1.0,5,0.24674230785609255
303,13,215,2,2.0,1.0,3,0.2800120569086099
303,14,192,2,2.0,1.0,5,0.28359016116639063
303,15,227,2,2.0,1.0,2,0.2495950619419439
303,16,244,2,2.0,1.0,7,-0.2117993164230729
303,17,205,2,2.0,1.0,3,0.02473269655084443
303,18,192,2,2.0,1.0,5,0.3233168358165684
303,19,180,2,2.0,1.0,1,0.25269468445041005
303,20,192,2,2.0,1.0,3,0.26910322832207884
303,21,255,2,2.0,1.0,1,0.27395153431493185
303,22,217,2,2.0,1.0,6,0.23874580003424498
303,23,293,2,2.0,1.0,6,-0.21848602812610812
303,24,278,2,2.0,1.0,4,-0.23147503204184017
303,25,247,2,2.0,1.0,3,0.17601416926738517
303,26,269,2,2.0,1.0,1,0.21939272338148852
303,27,287,2,2.0,1.0,3,-0.36290794979079516
304,1,347,2,2.0,1.0,3,-0.1616750315707675
304,2,318,2,2.0,1.0,2,-0.15781939456686436
304,3,302,2,2.0,1.0,1,-0.14111485345574493
304,4,287,2,2.0,1.0,1,-0.14887788778877836
304,5,274,2,2.0,1.0,4,0.20455346222134405
304,6,212,2,2.0,1.0,5,0.23348481340911584
304,7,199,2,2.0,1.0,3,0.2614955526500271
304,8,251,2,2.0,1.0,1,0.27893688263854055
304,9,247,2,2.0,1.0,5,0.25816306158774116
304,10,255,2,2.0,1.0,2,-0.19730203768793647
304,11,239,2,2.0,1.0,5,0.1485654312835564
304,12,199,2,2.0,1.0,3,0.249043170608607
304,13,192,2,2.0,1.0,1,0.275033312889586
304,14,192,2,2.0,1.0,4,0.2848795718948425
304,15,259,2,2.0,1.0,2,0.2692468744658781
304,16,274,2,2.0,1.0,1,0.1760811223973497
304,17,240,2,2.0,1.0,5,0.26900142952362127
304,18,224,2,2.0,1.0,1,0.27987069306758433
304,19,252,2,2.0,1.0,2,0.28823634095974415
304,20,258,2,2.0,1.0,3,0.2939920358776088
304,21,211,2,2.0,1.0,4,-0.06485248315510118
304,22,229,2,2.0,1.0,6,0.018297290192265198
304,23,272,2,1.6580882352941178,1.0,3,0.19220964982475855
304,24,269,2,1.550185873605948,1.0,3,0.07297351396579611
304,25,351,2,1.2421652421652423,1.0,5,0.5
304,26,274,2,1.5182481751824817,1.0,3,0.5
304,27,495,2,0.7212121212121212,1.0,1,0.8181818181818182
305,1,353,2,2.0,1.0,3,-0.16139314903454804
305,2,334,2,2.0,1.0,3,-0.15733761549991082
305,3,313,2,2.0,1.0,1,-0.14093274260592162
305,4,295,2,2.0,1.0,1,-0.1422521795357755
305,5,280,2,2.0,1.0,2,0.16795503615183724
305,6,278,2,2.0,1.0,4,0.19302690866668326
305,7,209,2,2.0,1.0,3,0.23554104025407116
305,8,244,2,2.0,1.0,3,0.25658390854184693
305,9,265,2,2.0,1.0,1,0.27484289237646464
305,10,269,2,2.0,1.0,2,0.23938833887693242
305,11,259,2,2.0,1.0,1,-0.20371345029239765
305,12,224,2,2.0,1.0,5,0.14006263516275946
305,13,198,2,2.0,1.0,3,0.3235352798208852
305,14,194,2,2.0,1.01,3,0.2736952673010774
305,15,238,2,2.0,1.0,3,0.27862328682553494
305,16,202,2,2.0,1.0,3,0.3149297959208418
305,17,225,2,2.0,1.0,1,-0.11299057400579744
305,18,189,2,2.0,1.0,6,-0.20012404175196485
305,19,200,2,2.0,1.0,1,0.1932554715954838
305,20,225,2,2.0,1.0,8,0.36290801530569994
305,21,232,2,2.0,1.0,3,0.27245097206944346
305,22,228,2,2.0,1.0,5,0.2834203716011832
305,23,261,2,2.0,1.0,6,0.2785274089709343
305,24,262,2,2.0,1.0,1,-0.19473118050746108
305,25,290,2,2.0,1.0,5,-0.19957713335873636
305,26,250,2,2.0,1.0,3,0.09905559694768147
305,27,245,2,2.0,1.0,7,0.2582064941920457
305,28,235,2,2.0,1.0,3,0.26184953112745085
305,29,237,2,2.0,1.0,3,0.3297364063769558
305,30,257,2,2.0,1.0,3,0.36917331801622183
305,31,300,2,2.0,1.0,1,-0.08198298558897334
305,32,290,2,2.0,1.0,5,-0.0901601359177863
305,33,248,2,2.0,1.0,3,0.31596752302917336
305,34,265,2,2.0,1.0,2,0.24945526659618064
305,35,217,2,2.0,1.0,3,0.24756767929821225
305,36,243,2,2.0,1.0,5,0.31541036577834036
305,37,274,2,2.0,1.0,1,0.3757884020115531
305,38,281,2,2.0,1.0,5,0.35879576748091757
305,39,230,2,2.0,1.0,3,-0.10319700507162337
305,40,303,2,1.9108910891089108,1.0,2,0.08017283707531905
305,41,265,2,1.920754716981132,1.0,4,-0.22134505630027393
305,42,309,2,2.0,1.0,2,-0.16464105510921453
305,43,341,2,2.0,1.0,2,-0.28040895315089037
306,1,362,2,2.0,1.0,3,-0.16211261724270876
306,2,334,2,2.0,1.0,3,-0.157271610624905
306,3,308,2,2.0,1.0,1,-0.13423323511931065
306,4,296,2,2.0,1.0,1,-0.14230158730158793
306,5,270,2,2.0,1.0,3,-0.13525498050336796
306,6,272,2,2.0,1.0,2,0.09504749900242741
306,7,257,2,2.0,1.0,3,0.22627165065620625
306,8,218,2,2.0,1.0,3,0.23985185677748622
306,9,240,2,2.0,1.0,3,0.2574994258950199
306,10,227,2,2.0,1.0,2,0.2803174262866022
306,11,262,2,2.0,1.0,1,0.25361569194736433
306,12,282,2,2.0,1.0,2,-0.2025588024217095
306,13,288,2,2.0,1.0,5,0.1570657587119413
306,14,219,2,2.0,1.0,3,0.2493846339297839
306,15,263,2,2.0,1.0,3,0.24734698991241397
306,16,273,2,2.0,1.0,3,0.269787965109631
306,17,224,2,2.0,1.0,5,0.32121760151611944
306,18,285,2,2.0,1.0,3,-0.08149003313744656
306,19,222,2,2.0,1.0,6,-0.10848728582081006
306,20,214,2,2.0,1.0,3,-0.11335186612395504
306,21,253,2,2.0,1.0,3,0.20225785506327684
306,22,199,2,2.0,1.0,5,0.36008893958792076
306,23,259,2,2.0,1.0,3,0.24734796963223427
306,24,243,2,2.0,1.0,1,0.26072398640732375
306,25,266,2,2.0,1.0,1,0.23363271876121894
306,26,284,2,2.0,1.0,1,0.07369619144295854
306,27,315,2,2.0,1.0,3,-0.23020153100332666
307,1,354,2,2.0,1.0,3,-0.16476579950072243
307,2,327,2,2.0,1.0,3,-0.16576063859586568
307,3,304,2,2.0,1.0,1,-0.13456239626403196
307,4,294,2,2.0,1.0,1,-0.14946275597617648
307,5,275,2,2.0,1.0,1,-0.13369701726844593
307,6,277,2,2.0,1.0,5,0.19882036861105803
307,7,241,2,2.0,1.0,3,0.2548988603131978
307,8,222,2,2.0,1.0,2,0.2771262424304043
307,9,243,2,2.0,1.0,3,0.27394758394758323
307,10,252,2,2.0,1.0,1,0.2509021870836135
307,11,250,2,2.0,1.0,3,-0.21338006230529719
307,12,235,2,2.0,1.0,6,-0.2098345734112488
307,13,199,2,2.0,1.0,5,0.1952100313350567
307,14,189,2,2.0,1.01,7,0.3648738462538072
307,15,192,2,2.0,1.0,6,0.2598796933188947
307,16,201,2,2.0,1.0,7,0.24897952225602277
307,17,189,2,2.0,1.0,5,0.25432370135410415
307,18,240,2,2.0,1.0,1,0.2783776541563584
307,19,254,2,2.0,1.0,2,0.27405464026601584
307,20,264,2,2.0,1.0,2,0.3412409073789161
307,21,247,2,2.0,1.0,6,-0.07876375536009343
307,22,268,2,2.0,1.0,5,0.10178925362537669
307,23,244,2,2.0,1.0,6,0.2753442076283008
