game,round,pu_after,territories_after
1,1,16,4
1,2,22,7
1,3,24,8
1,4,26,9
1,5,26,9
1,6,41,10
1,7,41,10
1,8,26,9
1,9,24,8
1,10,26,9
1,11,26,9
1,12,20,6
1,13,22,7
1,14,35,7
1,15,33,6
1,16,18,5
1,17,22,7
1,18,20,6
1,19,22,7
1,20,22,7
1,21,22,7
1,22,35,7
1,23,37,8
1,24,33,6
1,25,20,6
1,26,20,6
1,27,35,7
1,28,37,8
1,29,24,8
1,30,24,8
1,31,22,7
1,32,26,9
1,33,41,10
1,34,41,10
1,35,43,11
1,36,41,10
1,37,39,9
1,38,41,10
1,39,41,10
1,40,41,10
1,41,26,9
1,42,26,9
1,43,52,10
1,44,40,12
1,45,42,13
1,46,38,11
1,47,38,11
1,48,51,11
1,49,51,11
1,50,49,10
1,51,51,11
1,52,57,14
1,53,57,14
1,54,55,13
1,55,59,15
1,56,63,17
1,57,65,18
1,58,61,16
1,59,44,14
1,60,42,13
1,61,40,12
1,62,40,12
1,63,40,12
1,64,40,12
1,65,42,13
1,66,57,14
1,67,57,14
1,68,57,14
1,69,40,12
1,70,0,11
1,71,0,9
1,72,0,8
1,73,0,5
1,74,0,4
1,75,0,4
1,76,0,4
1,77,0,3
1,78,0,2
1,79,0,2
1,80,0,1
2,1,14,3
2,2,14,3
2,3,16,4
2,4,18,5
2,5,18,5
2,6,20,6
2,7,18,5
2,8,18,5
2,9,20,6
2,10,20,6
2,11,20,6
2,12,18,5
2,13,18,5
2,14,20,6
2,15,20,6
2,16,20,6
2,17,18,5
2,18,18,5
2,19,20,6
2,20,22,7
2,21,20,6
2,22,18,5
2,23,18,5
2,24,20,6
2,25,22,7
2,26,35,7
2,27,35,7
2,28,35,7
2,29,20,6
2,30,22,7
2,31,24,8
2,32,26,9
2,33,28,10
2,34,30,11
2,35,32,12
2,36,28,10
2,37,26,9
2,38,22,7
2,39,18,5
2,40,16,4
2,41,16,4
2,42,16,4
2,43,14,3
2,44,10,1
2,45,10,1
2,46,12,2
2,47,14,3
2,48,16,4
2,49,16,4
2,50,16,4
2,51,14,3
2,52,0,2
2,53,0,1
2,54,0,1
3,1,16,4
3,2,20,6
3,3,24,8
3,4,26,9
3,5,26,9
3,6,26,9
3,7,26,9
3,8,24,8
3,9,26,9
3,10,26,9
3,11,24,8
3,12,24,8
3,13,22,7
3,14,26,9
3,15,28,10
3,16,30,11
3,17,43,11
3,18,49,14
3,19,49,14
3,20,49,14
3,21,49,14
3,22,49,14
3,23,58,15
3,24,42,13
3,25,59,15
3,26,65,18
3,27,71,21
3,28,73,22
3,29,77,24
3,30,103,28
3,31,113,29
4,1,16,4
4,2,20,6
4,3,22,7
4,4,26,9
4,5,41,10
4,6,45,12
4,7,28,10
4,8,26,9
4,9,24,8
4,10,28,10
4,11,43,11
4,12,49,14
4,13,49,14
4,14,49,14
4,15,32,12
4,16,30,11
4,17,30,11
4,18,45,12
4,19,45,12
4,20,47,13
4,21,49,14
4,22,43,11
4,23,26,9
4,24,30,11
4,25,34,13
4,26,53,16
4,27,53,16
4,28,53,16
4,29,57,18
4,30,55,17
4,31,53,16
4,32,58,16
4,33,50,17
4,34,48,16
4,35,67,19
4,36,67,19
4,37,71,21
4,38,71,21
4,39,73,22
4,40,73,22
4,41,71,21
4,42,71,21
4,43,103,23
4,44,87,25
4,45,111,28
5,1,16,4
5,2,20,6
5,3,22,7
5,4,20,6
5,5,22,7
5,6,26,9
5,7,22,7
5,8,20,6
5,9,22,7
5,10,24,8
5,11,22,7
5,12,18,5
5,13,14,3
5,14,14,3
5,15,10,1
5,16,12,2
5,17,18,5
5,18,22,7
5,19,18,5
5,20,14,3
5,21,10,1
5,22,10,1
5,23,10,1
5,24,10,1
5,25,12,2
5,26,16,4
5,27,18,5
5,28,14,3
5,29,10,1
5,30,10,1
5,31,12,2
5,32,14,3
5,33,14,3
5,34,0,1
6,1,14,3
6,2,16,4
6,3,16,4
6,4,16,4
6,5,16,4
6,6,16,4
6,7,14,3
6,8,14,3
6,9,14,3
6,10,16,4
6,11,20,6
6,12,24,8
6,13,22,7
6,14,22,7
6,15,22,7
6,16,20,6
6,17,20,6
6,18,37,8
6,19,35,7
6,20,20,6
6,21,16,4
6,22,16,4
6,23,18,5
6,24,18,5
6,25,16,4
6,26,14,3
6,27,10,1
6,28,10,1
6,29,12,2
6,30,12,2
6,31,12,2
6,32,10,1
6,33,12,2
6,34,12,2
6,35,14,3
6,36,14,3
6,37,14,3
6,38,14,3
6,39,14,3
6,40,14,3
6,41,14,3
6,42,14,3
6,43,14,3
6,44,14,3
6,45,16,4
6,46,20,6
6,47,20,6
6,48,18,5
6,49,18,5
6,50,0,3
6,51,0,1
6,52,0,1
6,53,0,0
6,54,0,0
6,55,0,0
6,56,0,0
6,57,0,0
6,58,0,0
6,59,0,0
6,60,0,0
6,61,0,0
6,62,0,0
6,63,0,0
6,64,0,0
6,65,0,0
7,1,16,4
7,2,18,5
7,3,18,5
7,4,20,6
7,5,22,7
7,6,24,8
7,7,26,9
7,8,24,8
7,9,24,8
7,10,24,8
7,11,24,8
7,12,26,9
7,13,24,8
7,14,26,9
7,15,28,10
7,16,43,11
7,17,51,15
7,18,47,13
7,19,34,13
7,20,28,10
7,21,22,7
7,22,24,8
7,23,26,9
7,24,43,11
7,25,63,12
7,26,57,14
7,27,61,16
7,28,63,17
7,29,46,15
7,30,44,14
7,31,44,14
7,32,32,12
7,33,26,9
7,34,22,7
7,35,35,7
7,36,35,7
7,37,18,5
7,38,14,3
7,39,14,3
7,40,14,3
7,41,10,1
7,42,0,0
8,1,16,4
8,2,20,6
8,3,22,7
8,4,22,7
8,5,24,8
8,6,26,9
8,7,39,9
8,8,37,8
8,9,24,8
8,10,24,8
8,11,22,7
8,12,20,6
8,13,22,7
8,14,26,9
8,15,26,9
8,16,22,7
8,17,18,5
8,18,20,6
8,19,35,7
8,20,24,8
8,21,20,6
8,22,22,7
8,23,39,9
8,24,41,10
8,25,47,13
8,26,43,11
8,27,24,8
8,28,26,9
8,29,30,11
8,30,28,10
8,31,43,11
8,32,47,13
8,33,49,14
8,34,49,14
8,35,49,14
8,36,49,14
8,37,30,11
8,38,26,9
8,39,28,10
8,40,30,11
8,41,77,14
8,42,53,12
8,43,53,12
8,44,55,13
8,45,46,15
8,46,54,19
8,47,54,19
8,48,69,20
8,49,73,22
8,50,77,24
8,51,73,22
8,52,71,21
8,53,97,23
8,54,87,25
8,55,91,27
8,56,91,27
8,57,113,28
9,1,14,3
9,2,18,5
9,3,18,5
9,4,16,4
9,5,16,4
9,6,18,5
9,7,16,4
9,8,18,5
9,9,18,5
9,10,20,6
9,11,18,5
9,12,18,5
9,13,20,6
9,14,20,6
9,15,18,5
9,16,18,5
9,17,20,6
9,18,22,7
9,19,22,7
9,20,20,6
9,21,18,5
9,22,12,2
9,23,10,1
9,24,0,0
9,25,0,0
9,26,0,0
9,27,0,0
9,28,0,0
9,29,0,0
9,30,0,0
9,31,0,0
9,32,0,0
9,33,0,0
9,34,0,0
9,35,0,0
9,36,0,0
10,1,12,2
10,2,12,2
10,3,14,3
10,4,16,4
10,5,16,4
10,6,14,3
10,7,14,3
10,8,14,3
10,9,14,3
10,10,16,4
10,11,16,4
10,12,14,3
10,13,14,3
10,14,18,5
10,15,18,5
10,16,14,3
10,17,12,2
10,18,12,2
10,19,10,1
10,20,10,1
10,21,10,1
10,22,10,1
10,23,10,1
10,24,12,2
10,25,12,2
10,26,14,3
10,27,14,3
10,28,12,2
10,29,10,1
10,30,0,0
10,31,0,0
10,32,0,0
10,33,0,0
10,34,0,0
11,1,14,3
11,2,16,4
11,3,18,5
11,4,18,5
11,5,18,5
11,6,18,5
11,7,18,5
11,8,18,5
11,9,16,4
11,10,16,4
11,11,16,4
11,12,18,5
11,13,18,5
11,14,20,6
11,15,33,6
11,16,37,8
11,17,37,8
11,18,20,6
11,19,22,7
11,20,37,8
11,21,35,7
11,22,20,6
11,23,18,5
11,24,16,4
11,25,0,2
11,26,0,0
11,27,0,0
11,28,0,0
11,29,0,0
11,30,0,0
11,31,0,0
11,32,0,0
11,33,0,0
11,34,0,0
11,35,0,0
12,1,16,4
12,2,20,6
12,3,22,7
12,4,20,6
12,5,22,7
12,6,24,8
12,7,22,7
12,8,18,5
12,9,16,4
12,10,14,3
12,11,16,4
12,12,14,3
12,13,0,1
12,14,0,0
12,15,0,0
12,16,0,0
12,17,0,0
12,18,0,0
12,19,0,0
12,20,0,0
12,21,0,0
12,22,0,0
12,23,0,0
12,24,0,0
12,25,0,0
12,26,0,0
12,27,0,0
12,28,0,0
12,29,0,0
12,30,0,0
12,31,0,0
12,32,0,0
13,1,16,4
13,2,20,6
13,3,22,7
13,4,24,8
13,5,24,8
13,6,24,8
13,7,22,7
13,8,24,8
13,9,24,8
13,10,24,8
13,11,22,7
13,12,20,6
13,13,22,7
13,14,26,9
13,15,26,9
13,16,24,8
13,17,26,9
13,18,24,8
13,19,22,7
13,20,24,8
13,21,28,10
13,22,26,9
13,23,41,10
13,24,49,14
13,25,47,13
13,26,41,10
13,27,43,11
13,28,45,12
13,29,45,12
13,30,45,12
13,31,45,12
13,32,32,12
13,33,56,14
13,34,44,14
13,35,44,14
13,36,63,17
13,37,65,18
13,38,50,17
13,39,48,16
13,40,44,14
13,41,36,10
13,42,30,7
13,43,22,3
13,44,20,2
13,45,0,1
13,46,0,0
14,1,14,3
14,2,14,3
14,3,16,4
14,4,18,5
14,5,20,6
14,6,22,7
14,7,22,7
14,8,24,8
14,9,39,9
14,10,39,9
14,11,43,11
14,12,43,11
14,13,28,10
14,14,28,10
14,15,28,10
14,16,28,10
14,17,28,10
14,18,28,10
14,19,26,9
14,20,26,9
14,21,26,9
14,22,24,8
14,23,22,7
14,24,20,6
14,25,0,4
14,26,0,4
14,27,0,5
14,28,0,5
14,29,0,3
14,30,0,1
14,31,0,1
14,32,0,0
14,33,0,0
14,34,0,0
14,35,0,0
14,36,0,0
14,37,0,0
14,38,0,0
14,39,0,0
15,1,16,4
15,2,22,7
15,3,26,9
15,4,26,9
15,5,28,10
15,6,26,9
15,7,41,10
15,8,49,14
15,9,53,16
15,10,49,14
15,11,30,11
15,12,34,13
15,13,53,16
15,14,55,17
15,15,53,16
15,16,47,13
15,17,49,14
15,18,53,16
15,19,34,13
15,20,28,10
15,21,26,9
15,22,30,11
15,23,28,10
15,24,26,9
15,25,35,7
15,26,22,7
15,27,22,7
15,28,26,9
15,29,24,8
15,30,24,8
15,31,39,9
15,32,45,12
15,33,43,11
15,34,28,10
15,35,20,6
15,36,22,7
15,37,28,10
15,38,30,11
15,39,69,14
15,40,63,17
15,41,63,17
15,42,63,17
15,43,52,18
15,44,70,18
15,45,60,18
15,46,77,20
15,47,81,22
15,48,83,23
15,49,87,25
15,50,87,25
15,51,91,27
15,52,115,29
16,1,16,4
16,2,20,6
16,3,20,6
16,4,22,7
16,5,22,7
16,6,22,7
16,7,24,8
16,8,24,8
16,9,22,7
16,10,22,7
16,11,22,7
16,12,22,7
16,13,22,7
16,14,22,7
16,15,24,8
16,16,24,8
16,17,26,9
16,18,28,10
16,19,26,9
16,20,22,7
16,21,18,5
16,22,14,3
16,23,14,3
16,24,16,4
16,25,33,6
16,26,35,7
16,27,37,8
16,28,35,7
16,29,22,7
16,30,22,7
16,31,20,6
16,32,20,6
16,33,18,5
16,34,16,4
16,35,16,4
16,36,14,3
16,37,14,3
16,38,14,3
16,39,14,3
16,40,16,4
16,41,18,5
16,42,18,5
16,43,18,5
16,44,12,2
16,45,0,1
17,1,16,4
17,2,18,5
17,3,18,5
17,4,22,7
17,5,22,7
17,6,39,9
17,7,39,9
17,8,22,7
17,9,20,6
17,10,20,6
17,11,22,7
17,12,24,8
17,13,24,8
17,14,26,9
17,15,30,11
17,16,34,13
17,17,45,12
17,18,43,11
17,19,39,9
17,20,22,7
17,21,26,9
17,22,28,10
17,23,32,12
17,24,47,13
17,25,49,14
17,26,49,14
17,27,47,13
17,28,47,13
17,29,32,12
17,30,28,10
17,31,24,8
17,32,26,9
17,33,45,12
17,34,47,13
17,35,49,14
17,36,49,14
17,37,47,13
17,38,47,13
17,39,36,14
17,40,34,13
17,41,49,14
17,42,71,14
17,43,57,14
17,44,38,11
17,45,36,10
17,46,46,15
17,47,59,15
17,48,46,15
17,49,46,15
17,50,63,17
17,51,69,20
17,52,71,21
17,53,73,22
17,54,99,24
17,55,89,26
17,56,91,27
17,57,93,28
17,58,91,27
17,59,115,29
18,1,14,3
18,2,16,4
18,3,20,6
18,4,22,7
18,5,20,6
18,6,22,7
18,7,24,8
18,8,26,9
18,9,26,9
18,10,26,9
18,11,22,7
18,12,24,8
