game,round,num_iterations,max_depth,time_taken,num_children,value
1,64,863,4,10.0,1,0.011610335895957842
1,65,859,4,10.0,1,0.0116099684420058
1,66,920,3,10.0,9,0.011609901423039644
1,67,262,4,10.03,13,0.011609221346505726
1,68,257,3,10.03,20,0.011609833441123887
1,69,242,4,10.02,3,0.011610091456081256
1,70,264,6,10.04,3,0.011610074554372466
1,71,278,5,10.0,3,0.011610273767611106
1,72,274,5,10.01,3,0.011610238051490628
1,73,274,5,10.03,3,0.01160983239592862
1,74,1000,4,6.31,3,0.011610837837681175
1,75,1000,4,5.24,3,0.01161133285611868
1,76,1000,4,5.17,3,0.011611319484189152
1,77,1000,4,5.09,3,0.011611852338537574
1,78,1000,3,3.37,3,0.011612023029476405
1,79,1000,2,2.7,3,0.01161185273900628
1,80,1000,2,2.74,3,0.011612870348617434
2,1,1000,3,3.66,3,-0.10725842686742544
2,2,1000,3,3.43,3,-0.10725847809016704
2,3,1000,3,3.23,2,-0.10725811505317688
2,4,1000,3,3.54,4,-0.10725775199383497
2,5,1000,1,2.58,4,-0.10725746376812458
2,6,1000,2,2.51,1,-0.10725746314227581
2,7,1000,1,2.52,3,-0.10725727878510952
2,8,1000,2,3.0,3,-0.1072575575336814
2,9,1000,2,2.7,3,-0.10725739622116089
2,10,1000,2,2.98,5,-0.10725731287896634
2,11,1000,1,2.51,2,-0.10725763998925686
2,12,1000,1,2.64,5,-0.10725786888599395
2,13,1000,2,3.25,3,-0.10725780368596316
2,14,1000,2,2.64,3,-0.10725766317546367
2,15,1000,2,2.74,3,-0.1072575950473547
2,16,1000,2,2.67,2,-0.10725772219896317
2,17,1000,1,2.63,5,-0.10725832590460778
2,18,1000,3,2.92,3,-0.10725891340523958
2,19,1000,1,2.53,2,-0.1072582507133484
2,20,1000,1,2.59,4,-0.10725910335034132
2,21,1000,3,3.4,6,-0.10725869850069285
2,22,1000,3,4.69,5,-0.10725899731367826
2,23,1000,3,4.06,4,-0.1072601378634572
2,24,1000,3,2.82,2,-0.10726019882410764
2,25,1000,3,3.41,4,-0.10725859383493662
2,26,500,6,10.03,10,-0.10725884692370892
2,27,1000,2,3.22,3,-0.10725877879559993
2,28,1000,1,2.57,3,-0.10725743896514177
2,29,1000,1,2.55,3,-0.10725705119222402
2,30,1000,5,5.85,3,-0.1072565647661686
2,31,1000,5,5.44,3,-0.10725664907693863
2,32,283,4,10.01,3,-0.10725787231968485
2,33,836,6,10.01,1,-0.10725807184665397
2,34,1000,5,4.46,1,-0.10725810336321592
2,35,1000,3,4.72,8,-0.10725840996950865
2,36,1000,3,3.33,2,-0.10725859713554382
2,37,1000,2,2.95,6,-0.10725917811691761
2,38,271,5,10.01,3,-0.1072601762315004
2,39,255,6,10.0,3,-0.10726121354336832
2,40,296,7,10.04,6,-0.1072622178172743
2,41,1000,4,4.59,1,-0.10726218599826097
2,42,273,6,10.01,5,-0.10726257045190413
2,43,253,6,10.02,2,-0.10726262888182765
2,44,274,6,10.02,4,-0.10726285937928805
2,45,282,6,10.0,4,-0.10726341816550451
2,46,272,5,10.03,3,-0.10726400667472798
2,47,1000,3,3.88,5,-0.10726436915248633
2,48,1000,4,5.06,5,-0.10726478906720877
2,49,1000,2,2.67,1,-0.10726517429947853
2,50,1000,3,3.65,2,-0.10726668810844421
