game,round,num_iterations,max_depth,time_taken,num_children,value
1,1,1000,3,3.75,3,0.10142615420371294
1,2,1000,3,3.97,3,0.10142645601183176
1,3,1000,4,6.51,5,0.10142620377987623
1,4,1000,4,6.1,3,0.10142552630603313
1,5,1000,3,4.19,3,0.10142519672960043
1,6,1000,2,3.45,4,0.10142459079623223
1,7,1000,4,4.03,3,0.10142412059009075
1,8,1000,4,5.17,4,0.10142345476150513
1,9,1000,6,7.42,3,0.1014224091693759
1,10,1000,5,4.99,1,0.10142180024087429
1,11,1000,2,3.02,2,0.1014212080091238
1,12,1000,3,3.34,3,0.10142147187143565
1,13,236,3,10.01,3,0.10142187985702086
1,14,1000,3,6.94,9,0.1014217586144805
1,15,1000,3,4.66,3,0.101421499684453
1,16,1000,2,3.14,4,0.1014226916730404
1,17,1000,2,3.35,6,0.10142260071635247
1,18,1000,3,6.37,2,0.10142218147963286
1,19,1000,5,5.59,3,0.1014219839423895
1,20,292,5,10.04,4,0.10142166994205892
1,21,1000,4,9.26,4,0.10142152296006679
1,22,1000,4,3.56,1,0.10142179822176695
1,23,1000,2,4.4,6,0.10142164000123739
1,24,1000,2,3.51,3,0.10142053548246623
1,25,1000,3,9.53,4,0.10142154479771852
1,26,1000,2,4.32,9,0.10142180886119605
1,27,1000,3,3.55,1,0.10142201577872038
1,28,1000,3,3.68,1,0.1014219146668911
1,29,1000,3,4.18,2,0.10142242378741503
1,30,1000,3,2.65,1,0.10142208988964557
1,31,1000,3,3.89,1,0.10142254157364368
1,32,1000,3,3.35,1,0.10142217149585485
1,33,1000,3,3.27,1,0.10142240320891142
1,34,1000,3,3.01,2,0.10142218769341707
1,35,1000,2,2.66,2,0.10142322555184365
2,1,1000,3,3.67,3,-0.09017412463575601
2,2,1000,3,3.35,3,-0.09017397261410952
2,3,1000,3,2.94,3,-0.09017415557801724
2,4,1000,3,3.1,3,-0.09017395757883787
2,5,1000,3,3.11,3,-0.09017380437254906
2,6,1000,3,3.28,2,-0.09017433657497168
2,7,1000,1,2.77,9,-0.0901741298660636
2,8,1000,2,2.65,2,-0.09017438025027513
2,9,1000,1,2.59,4,-0.09017388597130775
2,10,1000,2,3.39,5,-0.09017390930652619
2,11,1000,2,3.11,5,-0.09017397928982973
2,12,1000,3,2.96,3,-0.09017413195967675
2,13,1000,1,2.53,2,-0.09017374490201473
2,14,1000,1,2.57,4,-0.09017339352518321
2,15,1000,2,2.81,3,-0.09017396270483732
2,16,1000,3,3.9,3,-0.09017432875931262
2,17,1000,3,3.94,3,-0.0901751038134098
2,18,1000,3,3.43,5,-0.09017614437639714
2,19,1000,3,2.9,3,-0.09017516750842333
2,20,1000,3,3.49,3,-0.09017645704746247
2,21,1000,4,6.03,3,-0.09017634769529104
2,22,1000,4,4.98,2,-0.09017671576142311
2,23,1000,4,3.45,1,-0.09017722906172275
2,24,1000,2,2.67,1,-0.09017753107845783
2,25,1000,1,2.63,4,-0.09017666288465262
2,26,1000,2,2.6,2,-0.09017693377286196
