game,round,iteration,depth,current_player,terr_attacked_in_round (actions taken)
1,1,52,0,Italians,2
1,1,52,0,Germans,3
1,1,52,0,Chinese,3
1,1,52,1,Russians,2
1,1,52,1,Italians,3
1,1,52,1,Germans,3
1,1,52,1,Chinese,2
1,1,53,0,Russians,3
1,1,53,0,Italians,3
1,1,53,0,Germans,2
1,1,53,0,Chinese,3
1,1,53,1,Russians,2
1,1,53,1,Italians,3
1,1,53,1,Germans,2
1,1,53,1,Chinese,3
1,1,54,0,Russians,3
1,1,54,0,Italians,2
1,1,54,0,Germans,2
1,1,54,0,Chinese,3
1,1,54,1,Russians,2
1,1,54,1,Italians,3
1,1,54,1,Germans,3
1,1,54,1,Chinese,3
1,1,55,0,Russians,2
1,1,55,0,Italians,3
1,1,55,0,Germans,2
1,1,55,0,Chinese,3
1,1,55,1,Russians,2
1,1,55,1,Italians,3
1,1,55,1,Germans,3
1,1,55,1,Chinese,3
1,1,56,0,Russians,3
1,1,56,0,Italians,3
1,1,56,0,Germans,2
1,1,56,0,Chinese,3
1,1,56,1,Russians,3
1,1,56,1,Italians,3
1,1,56,1,Germans,3
1,1,56,1,Chinese,2
1,1,57,0,Russians,3
1,1,57,0,Italians,2
1,1,57,0,Germans,3
1,1,57,0,Chinese,3
1,1,57,1,Russians,2
1,1,57,1,Italians,3
1,1,57,1,Germans,3
1,1,57,1,Chinese,3
1,1,58,0,Russians,3
1,1,58,0,Italians,2
1,1,58,0,Germans,2
1,1,58,0,Chinese,3
1,1,58,1,Russians,2
1,1,58,1,Italians,2
1,1,58,1,Germans,3
1,1,58,1,Chinese,3
1,1,59,0,Russians,3
1,1,59,0,Italians,3
1,1,59,0,Germans,3
1,1,59,0,Chinese,3
1,1,59,1,Russians,2
1,1,59,1,Italians,2
1,1,59,1,Germans,3
1,1,59,1,Chinese,3
1,1,60,0,Russians,2
1,1,60,0,Italians,3
1,1,60,0,Germans,3
1,1,60,0,Chinese,2
1,1,60,1,Russians,2
1,1,60,1,Italians,2
1,1,60,1,Germans,3
1,1,60,1,Chinese,3
1,1,61,0,Russians,2
1,1,61,0,Italians,3
1,1,61,0,Germans,2
1,1,61,0,Chinese,3
1,1,61,1,Russians,2
1,1,61,1,Italians,2
1,1,61,1,Germans,3
1,1,61,1,Chinese,3
1,1,62,0,Russians,3
1,1,62,0,Italians,2
1,1,62,0,Germans,2
1,1,62,0,Chinese,3
1,1,62,1,Russians,3
1,1,62,1,Italians,3
1,1,62,1,Germans,3
1,1,62,1,Chinese,3
1,1,63,0,Russians,3
1,1,63,0,Italians,3
1,1,63,0,Germans,3
1,1,63,0,Chinese,3
1,1,63,1,Russians,2
1,1,63,1,Italians,3
1,1,63,1,Germans,3
1,1,63,1,Chinese,3
1,1,64,0,Russians,3
1,1,64,0,Italians,3
1,1,64,0,Germans,3
1,1,64,0,Chinese,2
1,1,64,1,Russians,2
1,1,64,1,Italians,3
1,1,64,1,Germans,3
1,1,64,1,Chinese,3
1,1,65,0,Russians,3
1,1,65,0,Italians,2
1,1,65,0,Germans,3
1,1,65,0,Chinese,3
1,1,65,1,Russians,3
1,1,65,1,Italians,2
1,1,65,1,Germans,3
1,1,65,1,Chinese,3
1,1,66,0,Russians,3
1,1,66,0,Italians,3
1,1,66,0,Germans,2
1,1,66,0,Chinese,3
1,1,66,1,Russians,3
1,1,66,1,Italians,3
1,1,66,1,Germans,3
1,1,66,1,Chinese,3
1,1,67,0,Russians,2
1,1,67,0,Italians,3
1,1,67,0,Germans,3
1,1,67,0,Chinese,2
1,1,67,1,Russians,2
1,1,67,1,Italians,3
1,1,67,1,Germans,3
1,1,67,1,Chinese,3
1,1,68,0,Russians,3
1,1,68,0,Italians,3
1,1,68,0,Germans,3
1,1,68,0,Chinese,2
1,1,68,1,Russians,2
1,1,68,1,Italians,3
1,1,68,1,Germans,3
1,1,68,1,Chinese,3
1,1,69,0,Russians,2
1,1,69,0,Italians,3
1,1,69,0,Germans,2
1,1,69,0,Chinese,2
1,1,69,1,Russians,2
1,1,69,1,Italians,2
1,1,69,1,Germans,3
1,1,69,1,Chinese,3
1,1,70,0,Russians,3
1,1,70,0,Italians,3
1,1,70,0,Germans,2
1,1,70,0,Chinese,3
1,1,70,1,Russians,2
1,1,70,1,Italians,3
1,1,70,1,Germans,3
1,1,70,1,Chinese,3
1,1,71,0,Russians,3
1,1,71,0,Italians,2
1,1,71,0,Germans,3
1,1,71,0,Chinese,3
1,1,71,1,Russians,2
1,1,71,1,Italians,3
1,1,71,1,Germans,3
1,1,71,1,Chinese,3
1,1,72,0,Russians,3
1,1,72,0,Italians,3
1,1,72,0,Germans,3
1,1,72,0,Chinese,2
1,1,72,1,Russians,2
1,1,72,1,Italians,3
1,1,72,1,Germans,3
1,1,72,1,Chinese,3
1,1,73,0,Russians,2
1,1,73,0,Italians,3
1,1,73,0,Germans,3
1,1,73,0,Chinese,2
1,1,73,1,Russians,2
1,1,73,1,Italians,2
1,1,73,1,Germans,3
1,1,73,1,Chinese,3
1,1,74,0,Russians,3
1,1,74,0,Italians,3
1,1,74,0,Germans,3
1,1,74,0,Chinese,3
1,1,74,1,Russians,3
1,1,74,1,Italians,2
1,1,74,1,Germans,2
1,1,74,1,Chinese,3
1,1,75,0,Russians,3
1,1,75,0,Italians,3
1,1,75,0,Germans,3
1,1,75,0,Chinese,3
1,1,75,1,Russians,3
1,1,75,1,Italians,2
1,1,75,1,Germans,3
1,1,75,1,Chinese,3
1,1,76,0,Russians,3
1,1,76,0,Italians,3
1,1,76,0,Germans,3
1,1,76,0,Chinese,3
1,1,76,1,Russians,2
1,1,76,1,Italians,3
1,1,76,1,Germans,3
1,1,76,1,Chinese,3
1,1,77,0,Russians,3
1,1,77,0,Italians,3
1,1,77,0,Germans,2
1,1,77,0,Chinese,2
1,1,77,1,Russians,2
1,1,77,1,Italians,2
1,1,77,1,Germans,3
1,1,77,1,Chinese,2
1,1,78,0,Russians,2
1,1,78,0,Italians,3
1,1,78,0,Germans,3
1,1,78,0,Chinese,3
1,1,78,1,Russians,2
1,1,78,1,Italians,3
1,1,78,1,Germans,3
1,1,78,1,Chinese,2
1,1,79,0,Russians,2
1,1,79,0,Italians,3
1,1,79,0,Germans,2
1,1,79,0,Chinese,2
1,1,79,1,Russians,2
1,1,79,1,Italians,3
1,1,79,1,Germans,3
1,1,79,1,Chinese,2
1,1,80,0,Russians,3
1,1,80,0,Italians,2
1,1,80,0,Germans,3
1,1,80,0,Chinese,2
1,1,80,1,Russians,3
1,1,80,1,Italians,2
1,1,80,1,Germans,3
1,1,80,1,Chinese,3
1,1,81,0,Russians,3
1,1,81,0,Italians,3
1,1,81,0,Germans,3
1,1,81,0,Chinese,3
1,1,81,1,Russians,2
1,1,81,1,Italians,3
1,1,81,1,Germans,3
1,1,81,1,Chinese,3
1,1,82,0,Russians,3
1,1,82,0,Italians,2
1,1,82,0,Germans,3
1,1,82,0,Chinese,3
1,1,82,1,Russians,2
1,1,82,1,Italians,3
1,1,82,1,Germans,3
1,1,82,1,Chinese,3
1,1,83,0,Russians,3
1,1,83,0,Italians,3
1,1,83,0,Germans,2
1,1,83,0,Chinese,3
1,1,83,1,Russians,2
1,1,83,1,Italians,3
1,1,83,1,Germans,3
1,1,83,1,Chinese,3
1,1,84,0,Russians,3
1,1,84,0,Italians,3
1,1,84,0,Germans,3
1,1,84,0,Chinese,3
1,1,84,1,Russians,3
1,1,84,1,Italians,2
1,1,84,1,Germans,3
1,1,84,1,Chinese,3
1,1,85,0,Russians,2
1,1,85,0,Italians,3
1,1,85,0,Germans,3
1,1,85,0,Chinese,3
1,1,85,1,Russians,2
1,1,85,1,Italians,3
1,1,85,1,Germans,3
1,1,85,1,Chinese,3
1,1,86,0,Russians,3
1,1,86,0,Italians,3
1,1,86,0,Germans,2
1,1,86,0,Chinese,3
1,1,86,1,Russians,2
1,1,86,1,Italians,3
1,1,86,1,Germans,3
1,1,86,1,Chinese,3
1,1,87,0,Russians,2
1,1,87,0,Italians,3
1,1,87,0,Germans,2
1,1,87,0,Chinese,2
1,1,87,1,Russians,2
1,1,87,1,Italians,3
1,1,87,1,Germans,3
1,1,87,1,Chinese,3
1,1,88,0,Russians,3
1,1,88,0,Italians,3
1,1,88,0,Germans,2
1,1,88,0,Chinese,3
1,1,88,1,Russians,2
1,1,88,1,Italians,3
1,1,88,1,Germans,2
1,1,88,1,Chinese,2
1,1,89,0,Russians,3
1,1,89,0,Italians,3
1,1,89,0,Germans,3
1,1,89,0,Chinese,3
1,1,89,1,Russians,3
1,1,89,1,Italians,3
1,1,89,1,Germans,3
1,1,89,1,Chinese,2
1,1,90,0,Russians,3
1,1,90,0,Italians,2
1,1,90,0,Germans,3
1,1,90,0,Chinese,3
1,1,90,1,Russians,2
1,1,90,1,Italians,2
1,1,90,1,Germans,3
1,1,90,1,Chinese,3
1,1,91,0,Russians,2
1,1,91,0,Italians,3
1,1,91,0,Germans,3
1,1,91,0,Chinese,3
1,1,91,1,Russians,2
1,1,91,1,Italians,3
1,1,91,1,Germans,3
1,1,91,1,Chinese,3
1,1,92,0,Russians,3
1,1,92,0,Italians,3
1,1,92,0,Germans,3
1,1,92,0,Chinese,3
1,1,92,1,Russians,3
1,1,92,1,Italians,2
1,1,92,1,Germans,3
1,1,92,1,Chinese,3
1,1,93,0,Russians,3
1,1,93,0,Italians,2
1,1,93,0,Germans,2
1,1,93,0,Chinese,2
1,1,93,1,Russians,3
1,1,93,1,Italians,2
1,1,93,1,Germans,3
1,1,93,1,Chinese,2
1,1,94,0,Russians,3
1,1,94,0,Italians,3
1,1,94,0,Germans,3
1,1,94,0,Chinese,3
1,1,94,1,Russians,2
1,1,94,1,Italians,3
1,1,94,1,Germans,3
1,1,94,1,Chinese,2
1,1,95,0,Russians,3
1,1,95,0,Italians,2
1,1,95,0,Germans,3
1,1,95,0,Chinese,3
1,1,95,1,Russians,2
1,1,95,1,Italians,3
1,1,95,1,Germans,3
1,1,95,1,Chinese,3
1,1,96,0,Russians,2
1,1,96,0,Italians,3
1,1,96,0,Germans,2
1,1,96,0,Chinese,3
1,1,96,1,Russians,2
1,1,96,1,Italians,3
1,1,96,1,Germans,3
1,1,96,1,Chinese,3
1,1,97,0,Russians,2
1,1,97,0,Italians,2
1,1,97,0,Germans,2
1,1,97,0,Chinese,3
1,1,97,1,Russians,2
1,1,97,1,Italians,3
1,1,97,1,Germans,3
1,1,97,1,Chinese,3
1,1,98,0,Russians,3
1,1,98,0,Italians,3
1,1,98,0,Germans,3
1,1,98,0,Chinese,2
1,1,98,1,Russians,2
1,1,98,1,Italians,3
1,1,98,1,Germans,3
1,1,98,1,Chinese,2
1,1,99,0,Russians,3
1,1,99,0,Italians,3
1,1,99,0,Germans,3
1,1,99,0,Chinese,3
1,1,99,1,Russians,2
1,1,99,1,Italians,3
1,1,99,1,Germans,3
1,1,99,1,Chinese,3
1,1,100,0,Russians,3
1,1,100,0,Italians,3
1,1,100,0,Germans,3
1,1,100,0,Chinese,3
1,1,100,1,Russians,2
1,1,100,1,Italians,3
1,1,100,1,Germans,3
1,1,100,1,Chinese,3
1,1,101,0,Russians,3
1,1,101,0,Italians,3
1,1,101,0,Germans,2
1,1,101,0,Chinese,2
1,1,101,1,Russians,3
1,1,101,1,Italians,3
1,1,101,1,Germans,3
1,1,101,1,Chinese,3
1,1,102,0,Russians,3
1,1,102,0,Italians,3
1,1,102,0,Germans,2
1,1,102,0,Chinese,3
1,1,102,1,Russians,3
1,1,102,1,Italians,3
1,1,102,1,Germans,3
1,1,102,1,Chinese,3
1,1,103,0,Russians,2
1,1,103,0,Italians,3
1,1,103,0,Germans,3
1,1,103,0,Chinese,3
1,1,103,1,Russians,2
1,1,103,1,Italians,3
1,1,103,1,Germans,2
1,1,103,1,Chinese,2
1,1,104,0,Russians,3
1,1,104,0,Italians,3
1,1,104,0,Germans,2
1,1,104,0,Chinese,2
1,1,104,1,Russians,2
1,1,104,1,Italians,3
1,1,104,1,Germans,2
1,1,104,1,Chinese,3
1,1,105,0,Russians,2
1,1,105,0,Italians,3
1,1,105,0,Germans,3
1,1,105,0,Chinese,3
1,1,105,1,Russians,2
1,1,105,1,Italians,2
1,1,105,1,Germans,3
1,1,105,1,Chinese,3
1,1,106,0,Russians,3
1,1,106,0,Italians,3
1,1,106,0,Germans,2
1,1,106,0,Chinese,2
1,1,106,1,Russians,2
1,1,106,1,Italians,3
1,1,106,1,Germans,3
1,1,106,1,Chinese,2
1,1,107,0,Russians,3
1,1,107,0,Italians,3
1,1,107,0,Germans,3
1,1,107,0,Chinese,3
1,1,107,1,Russians,3
1,1,107,1,Italians,3
1,1,107,1,Germans,3
1,1,107,1,Chinese,3
1,1,108,0,Russians,3
1,1,108,0,Italians,3
1,1,108,0,Germans,3
1,1,108,0,Chinese,2
1,1,108,1,Russians,2
1,1,108,1,Italians,3
1,1,108,1,Germans,3
1,1,108,1,Chinese,2
1,1,109,0,Russians,2
1,1,109,0,Italians,3
1,1,109,0,Germans,2
1,1,109,0,Chinese,2
1,1,109,1,Russians,2
1,1,109,1,Italians,2
1,1,109,1,Germans,3
1,1,109,1,Chinese,2
1,1,110,0,Russians,3
1,1,110,0,Italians,3
1,1,110,0,Germans,3
1,1,110,0,Chinese,2
1,1,110,1,Russians,2
1,1,110,1,Italians,2
1,1,110,1,Germans,3
1,1,110,1,Chinese,3
1,1,111,0,Russians,3
1,1,111,0,Italians,2
1,1,111,0,Germans,3
1,1,111,0,Chinese,2
1,1,111,1,Russians,2
1,1,111,1,Italians,3
1,1,111,1,Germans,3
1,1,111,1,Chinese,3
1,1,112,0,Russians,3
1,1,112,0,Italians,3
1,1,112,0,Germans,2
1,1,112,0,Chinese,3
1,1,112,1,Russians,2
1,1,112,1,Italians,3
1,1,112,1,Germans,3
1,1,112,1,Chinese,3
1,1,113,0,Russians,3
1,1,113,0,Italians,3
1,1,113,0,Germans,3
1,1,113,0,Chinese,2
1,1,113,1,Russians,2
1,1,113,1,Italians,2
1,1,113,1,Germans,3
1,1,113,1,Chinese,2
1,1,114,0,Russians,2
1,1,114,0,Italians,2
1,1,114,0,Germans,2
1,1,114,0,Chinese,3
1,1,114,1,Russians,2
1,1,114,1,Italians,3
1,1,114,1,Germans,3
1,1,114,1,Chinese,3
1,1,115,0,Russians,2
1,1,115,0,Italians,3
1,1,115,0,Germans,3
1,1,115,0,Chinese,3
1,1,115,1,Russians,2
1,1,115,1,Italians,2
1,1,115,1,Germans,3
1,1,115,1,Chinese,3
1,1,116,0,Russians,3
1,1,116,0,Italians,2
1,1,116,0,Germans,3
1,1,116,0,Chinese,3
1,1,116,1,Russians,3
1,1,116,1,Italians,3
1,1,116,1,Germans,3
1,1,116,1,Chinese,2
1,1,117,0,Russians,3
1,1,117,0,Italians,3
1,1,117,0,Germans,3
1,1,117,0,Chinese,3
1,1,117,1,Russians,2
1,1,117,1,Italians,3
1,1,117,1,Germans,3
1,1,117,1,Chinese,3
1,1,118,0,Russians,3
1,1,118,0,Italians,3
1,1,118,0,Germans,3
1,1,118,0,Chinese,3
1,1,118,1,Russians,2
1,1,118,1,Italians,2
1,1,118,1,Germans,3
1,1,118,1,Chinese,3
1,1,119,0,Russians,3
1,1,119,0,Italians,2
1,1,119,0,Germans,2
1,1,119,0,Chinese,3
1,1,119,1,Russians,2
1,1,119,1,Italians,3
1,1,119,1,Germans,3
1,1,119,1,Chinese,2
1,1,120,0,Russians,3
1,1,120,0,Italians,3
1,1,120,0,Germans,3
1,1,120,0,Chinese,3
1,1,120,1,Russians,3
1,1,120,1,Italians,3
1,1,120,1,Germans,3
1,1,120,1,Chinese,3
1,1,121,0,Russians,2
1,1,121,0,Italians,2
1,1,121,0,Germans,3
1,1,121,0,Chinese,2
1,1,121,1,Russians,2
1,1,121,1,Italians,3
1,1,121,1,Germans,3
1,1,121,1,Chinese,3
1,1,122,0,Russians,3
1,1,122,0,Italians,2
1,1,122,0,Germans,3
1,1,122,0,Chinese,3
1,1,122,1,Russians,2
1,1,122,1,Italians,3
1,1,122,1,Germans,3
1,1,122,1,Chinese,3
1,1,123,0,Russians,2
1,1,123,0,Italians,3
