game,round,num_iterations,time_taken,value
12,44,100,4.83,-0.12411100722849369
12,45,100,3.02,-0.12527605533599853
13,1,100,19.42,0.03908212549984455
13,2,100,3.08,0.037244336642324925
13,3,100,5.42,0.03717119209468365
13,4,100,3.54,0.03726975928992033
13,5,100,0.4,0.03857616033405065
13,6,100,2.29,0.03754186019301414
13,7,100,0.55,0.03819233004003763
13,8,100,3.83,0.03896685633808374
13,9,100,3.66,0.03929949659854173
13,10,100,9.0,0.03769147150218487
13,11,100,7.67,0.0373028414696455
13,12,100,3.71,0.032967681363224983
13,13,100,3.83,0.03710898175835609
13,14,100,7.84,0.03879393696784973
13,15,100,1.01,0.03733085729181766
13,16,100,1.99,0.03874844882637262
13,17,100,0.21,0.03736448287963867
14,1,100,4.53,-0.09037834867835044
14,2,100,3.44,-0.08384046711027622
14,3,100,5.06,-0.08250759892165661
14,4,100,1.32,-0.0889391466975212
14,5,100,3.22,-0.08715802974998951
14,6,100,1.54,-0.08215154103934764
14,7,100,0.83,-0.08316699475049973
14,8,100,0.83,-0.08442690446972848
14,9,100,4.38,-0.08355745546519756
14,10,100,3.25,-0.0862139443308115
14,11,100,8.38,-0.08533907905220986
14,12,100,0.55,-0.0838587611913681
14,13,100,4.55,-0.08883085943758488
14,14,100,2.01,-0.08913537859916687
14,15,100,13.15,-0.08437061987817288
14,16,100,7.37,-0.0894931648671627
14,17,100,4.95,-0.09010835498571396
14,18,100,3.98,-0.08539172783493995
14,19,100,2.3,-0.09061059460043908
14,20,100,1.35,-0.0922768247872591
14,21,100,1.55,-0.0834031032770872
14,22,100,5.61,-0.09115378871560097
14,23,100,1.4,-0.08933746702969074
14,24,100,1.62,-0.08370330654084683
14,25,100,13.73,-0.08493573129177094
14,26,100,13.07,-0.08990500241518021
14,27,100,9.88,-0.08689148172736168
14,28,100,0.12,-0.08964548259973526
15,1,100,5.31,0.11933771222829818
15,2,100,2.39,0.12188159987330437
15,3,100,7.54,0.12291261173784733
15,4,100,3.69,0.12151632115244865
15,5,100,3.31,0.12339691177010537
15,6,100,0.79,0.12446963876485824
15,7,100,2.6,0.11911855757236481
15,8,100,13.29,0.11572561375796794
15,9,100,12.01,0.11988495975732803
15,10,100,1.84,0.1215274027734995
15,11,100,1.0,0.1186664940416813
15,12,100,12.42,0.11788673594594001
15,13,100,3.98,0.12231590986251831
15,14,100,11.84,0.11579159200191498
15,15,100,10.44,0.11322044014930725
15,16,100,9.82,0.11465924121439457
15,17,100,8.85,0.11655650466680527
15,18,100,11.09,0.11317942060530185
15,19,100,10.84,0.1234433726221323
15,20,100,13.6,0.1190656340867281
15,21,100,12.71,0.11951249353587627
15,22,100,11.8,0.11541725419461728
15,23,100,11.68,0.11787471294403076
15,24,100,12.22,0.10582832761108875
15,25,100,11.62,0.1124529679864645
15,26,100,8.57,0.11212274141609668
15,27,100,5.66,0.11748837612569332
15,28,100,14.78,0.11932210698723793
16,1,100,5.23,-0.06311524480581283
16,2,100,4.86,-0.06297469086945057
16,3,100,6.46,-0.06401745609939098
16,4,100,7.66,-0.06402125485241413
16,5,100,2.99,-0.06360860869288444
16,6,100,3.62,-0.06433927193284035
16,7,100,4.31,-0.06264618709683419
16,8,100,28.66,-0.06077302262187004
16,9,100,2.35,-0.06370464220643043
16,10,100,1.82,-0.0628659275174141
16,11,100,1.67,-0.06383502498269081
16,12,100,2.16,-0.063496283441782
16,13,100,2.95,-0.059583863839507104
16,14,100,2.34,-0.06047113053500652
16,15,100,3.27,-0.06056881405413151
16,16,100,4.76,-0.05614293150603771
16,17,100,3.86,-0.055632310509681704
16,18,100,2.37,-0.06344067972153425
16,19,100,11.34,-0.06461333855986595
16,20,100,13.05,-0.06338227674365043
16,21,100,2.04,-0.06310286372900009
16,22,100,1.02,-0.06529796175658703
16,23,100,3.09,-0.06534637235105038
16,24,100,2.84,-0.06824786387383938
16,25,100,5.21,-0.06510232634842396
16,26,100,3.99,-0.06465665049850941
16,27,100,1.41,-0.06282625660300255
16,28,100,2.72,-0.06452568382024765
16,29,100,1.87,-0.06692606776952743
16,30,100,6.26,-0.06665637873113156
16,31,100,14.76,-0.06730975896120071
16,32,100,11.71,-0.06403044849634171
16,33,100,4.43,-0.06205000057816505
16,34,100,2.05,-0.06404346294701099
16,35,100,3.92,-0.06430471129715443
16,36,100,4.61,-0.06088347565382719
16,37,100,1.89,-0.0610906970500946
16,38,100,1.63,-0.061213222071528434
16,39,100,10.84,-0.0637119024246931
16,40,100,10.89,-0.06239900279790163
16,41,100,10.94,-0.060183083303272725
16,42,100,12.08,-0.06080804690718651
16,43,100,11.88,-0.05628079202026129
16,44,100,12.36,-0.05888307649642229
16,45,100,9.3,-0.0649496442079544
16,46,100,12.11,-0.06605979606509209
16,47,100,5.91,-0.06004301615059376
16,48,100,9.08,-0.061301065646111964
16,49,100,10.96,-0.06275470666587353
16,50,100,6.66,-0.06244790479540825
16,51,100,1.95,-0.06139741960912943
16,52,100,0.28,-0.06519376933574676
16,53,100,4.69,-0.06324080988764763
16,54,100,2.14,-0.05686814125627279
17,1,100,3.52,0.01681209576316178
17,2,100,1.86,0.016510925153270364
17,3,100,2.42,0.014055380262434483
17,4,100,12.3,0.016464863484725357
17,5,100,7.59,0.020338335167616607
17,6,100,2.58,0.018334849998354913
17,7,100,1.07,0.018672152664512397
17,8,100,7.75,0.01506320297718048
17,9,100,7.26,0.010525567755103112
17,10,100,8.36,0.011952090989798308
17,11,100,8.01,0.016575751211494207
17,12,100,4.22,0.012618056889623403
17,13,100,7.29,0.017043081391602755
17,14,100,6.7,0.014138216115534306
17,15,100,3.93,0.012987483330070972
17,16,100,8.52,0.014327146196737885
17,17,100,0.95,0.010383618427440525
17,18,100,0.78,0.013712534066289663
17,19,100,1.49,0.013944645710289479
17,20,100,10.37,0.014625175260007381
17,21,100,2.16,0.014136562021449209
17,22,100,0.84,0.014979901136830448
17,23,100,3.11,0.016645034812390803
17,24,100,0.24,0.01707443781197071
18,1,100,3.32,-0.024700265284627675
18,2,100,3.06,-0.02706197924911976
18,3,100,7.04,-0.028470453340560198
18,4,100,1.63,-0.026922589167952538
18,5,100,3.56,-0.02633333928883076
18,6,100,4.68,-0.027567338049411774
18,7,100,3.77,-0.028453176971524954
18,8,100,7.31,-0.027855753395706416
18,9,100,9.76,-0.026011491045355797
18,10,100,12.75,-0.025880257841199638
18,11,100,8.87,-0.02832211000844836
18,12,100,6.09,-0.027839955314993857
18,13,100,12.52,-0.028750461358577013
18,14,100,8.61,-0.029694242421537637
18,15,100,6.27,-0.026639940738677977
18,16,100,2.3,-0.026053484827280045
18,17,100,7.66,-0.026430781185626983
18,18,100,6.43,-0.026271377224475145
18,19,100,3.51,-0.025931940227746964
18,20,100,3.73,-0.028484143894165755
18,21,100,10.82,-0.027926894035190344
18,22,100,11.67,-0.02441029006615281
18,23,100,4.73,-0.029755597375333308
18,24,100,4.72,-0.027350936215370894
18,25,100,4.79,-0.028497244883328676
18,26,100,10.78,-0.026627612337470054
18,27,100,11.05,-0.026280968226492406
18,28,100,10.94,-0.03041255792602897
18,29,100,7.62,-0.02705399602651596
18,30,100,9.99,-0.027173488810658456
18,31,100,3.82,-0.028514235783368348
18,32,100,7.32,-0.02686238683760166
18,33,100,12.09,-0.027806037589907646
18,34,100,1.96,-0.030410992223769428
18,35,100,0.12,-0.02950696088373661
19,1,100,3.89,0.03524227291345596
19,2,100,3.0,0.031433685831725594
19,3,100,4.65,0.03241670455783605
19,4,100,5.3,0.034058158583939076
19,5,100,2.72,0.03441904582083225
19,6,100,7.02,0.035056850723922256
19,7,100,3.48,0.032973441034555434
19,8,100,5.44,0.033350405655801295
19,9,100,4.83,0.03230082791298628
19,10,100,0.57,0.032992085888981816
19,11,100,6.06,0.03346483685076237
19,12,100,9.99,0.03430430971086025
19,13,100,13.66,0.03544123560190201
19,14,100,3.42,0.03440123774111271
19,15,100,9.84,0.03433134544640779
19,16,100,7.75,0.03366429831832647
19,17,100,11.43,0.033681138902902606
19,18,100,1.2,0.03152513198554516
19,19,100,3.75,0.03228255840018392
19,20,100,5.7,0.03180101178586483
19,21,100,5.46,0.03319968968629837
19,22,100,12.57,0.03383345916867256
19,23,100,12.62,0.033264657333493236
19,24,100,13.17,0.033671534098684786
19,25,100,12.35,0.03636517707258463
19,26,100,12.87,0.03456060189753771
19,27,100,11.72,0.03458015687763691
19,28,100,8.59,0.03003357380628586
19,29,100,11.82,0.03170800477266312
19,30,100,9.46,0.033226197361946104
19,31,100,12.43,0.03008964205160737
19,32,100,11.29,0.033290982022881506
19,33,100,12.75,0.034030719045549634
19,34,100,13.09,0.030182335600256918
19,35,100,1.7,0.03415101625025272
19,36,100,9.35,0.03148114006966352
19,37,100,4.2,0.030500859748572112
19,38,100,11.12,0.03194255713373423
19,39,100,12.48,0.03305870443582535
20,1,100,5.82,-0.002052315587643534
20,2,100,5.18,-0.00556200962048024
20,3,100,6.27,-0.004246978510636836
20,4,100,4.05,-0.0016306476629688405
20,5,100,3.61,-2.7543364558368923e-05
20,6,100,3.17,0.0016596189138363116
20,7,100,6.45,0.0035957003021030685
20,8,100,9.35,-0.0011483079433673993
20,9,100,3.47,-0.014858142333105206
20,10,100,11.62,-0.011547499103471637
20,11,100,10.43,-0.01444414384663105
20,12,100,12.41,-0.016728297835215927
20,13,100,13.03,-0.010169958220794797
20,14,100,15.4,-0.007939443169161677
20,15,100,10.21,-0.005542901312001049
20,16,100,10.49,-0.006050254185684025
20,17,100,11.53,-0.007839533924125135
20,18,100,10.97,-0.010120123410597443
20,19,100,9.65,-0.004537852990906686
20,20,100,4.8,-0.008599348431453109
20,21,100,4.75,-0.0030207225133199243
20,22,100,10.07,-0.0010493103720364161
20,23,100,5.56,-0.001430491260252893
20,24,100,12.32,-0.0027472455237875695
20,25,100,10.72,-0.0075895810156362134
20,26,100,11.85,-0.011425076052546501
20,27,100,12.74,-0.00633051666431129
20,28,100,10.39,-0.005588194977026433
20,29,100,13.74,-0.0020435506670037286
20,30,100,12.83,0.0017083764259587042
20,31,100,11.66,0.0014437404327327385
20,32,100,12.35,-0.014998145457357169
20,33,100,10.34,-0.0064253325760364535
20,34,100,14.03,-0.022284367475658654
20,35,100,8.66,-0.013407249227166176
20,36,100,9.45,-0.010921821985393763
20,37,100,11.88,-0.014001662805676461
20,38,100,6.24,-0.01130727093666792
20,39,100,11.62,-0.009566353857517243
20,40,100,1.62,-0.0037737772450782358
20,41,100,1.0,-0.023269206788390874
20,42,100,9.79,-0.019611558876931667
20,43,100,12.77,-0.02529277339577675
