game,round,pu_after,territories_after
1,1,16,4
1,2,20,6
1,3,24,8
1,4,26,8
1,5,41,9
1,6,43,9
1,7,30,10
1,8,43,10
1,9,28,10
1,10,30,10
1,11,43,11
1,12,49,14
1,13,51,12
1,14,47,12
1,15,34,11
1,16,47,13
1,17,49,13
1,18,47,12
1,19,45,10
1,20,30,10
1,21,30,10
1,22,30,11
1,23,32,11
1,24,36,12
1,25,49,12
1,26,47,8
1,27,39,8
1,28,26,7
1,29,22,7
1,30,24,5
1,31,22,7
1,32,22,6
1,33,22,6
1,34,20,6
1,35,22,6
1,36,22,7
1,37,24,7
1,38,22,7
1,39,26,8
1,40,26,7
1,41,37,6
1,42,20,4
1,43,0,3
1,44,0,2
1,45,0,0
1,46,0,0
1,47,0,0
1,48,0,0
1,49,0,0
1,50,0,0
1,51,0,0
1,52,0,0
1,53,0,0
1,54,0,0
1,55,0,0
1,56,0,0
1,57,0,0
1,58,0,0
1,59,0,0
1,60,0,0
1,61,0,0
1,62,0,0
1,63,0,0
1,64,0,0
1,65,0,0
1,66,0,0
1,67,0,0
1,68,0,0
1,69,0,0
1,70,0,0
1,71,0,0
1,72,0,0
1,73,0,0
1,74,0,0
1,75,0,0
1,76,0,0
1,77,0,0
1,78,0,0
1,79,0,0
1,80,0,0
2,1,14,3
2,2,16,4
2,3,18,5
2,4,20,6
2,5,20,4
2,6,18,5
2,7,20,6
2,8,20,6
2,9,20,6
2,10,20,6
2,11,20,5
2,12,18,5
2,13,20,6
2,14,22,6
2,15,20,6
2,16,35,7
2,17,37,6
2,18,33,5
2,19,31,5
2,20,31,4
2,21,18,5
2,22,18,5
2,23,18,3
2,24,16,4
2,25,20,6
2,26,22,7
2,27,26,9
2,28,26,9
2,29,43,11
2,30,45,10
2,31,43,9
2,32,28,9
2,33,28,8
2,34,24,6
2,35,20,4
2,36,18,5
2,37,20,6
2,38,22,4
2,39,16,3
2,40,16,4
2,41,20,6
2,42,22,7
2,43,26,8
2,44,26,8
2,45,26,7
2,46,24,5
2,47,18,4
2,48,18,3
2,49,16,4
2,50,18,5
2,51,22,7
2,52,22,6
2,53,20,4
2,54,0,3
3,1,14,3
3,2,16,4
3,3,16,3
3,4,14,2
3,5,16,4
3,6,18,4
3,7,16,3
3,8,16,4
3,9,16,3
3,10,16,4
3,11,18,4
3,12,18,3
3,13,14,3
3,14,14,2
3,15,14,3
3,16,18,4
3,17,16,2
3,18,14,3
3,19,18,4
3,20,16,3
3,21,14,2
3,22,14,2
3,23,0,0
3,24,0,0
3,25,0,0
3,26,0,0
3,27,0,0
3,28,0,0
3,29,0,0
3,30,0,0
3,31,0,0
4,1,14,3
4,2,14,3
4,3,16,4
4,4,16,4
4,5,16,4
4,6,18,4
4,7,18,4
4,8,16,3
4,9,14,2
4,10,16,4
4,11,18,5
4,12,18,4
4,13,16,4
4,14,16,2
4,15,14,2
4,16,12,2
4,17,12,1
4,18,10,1
4,19,10,1
4,20,12,2
4,21,14,3
4,22,16,4
4,23,16,4
4,24,16,2
4,25,12,1
4,26,10,1
4,27,12,2
4,28,14,3
4,29,14,1
4,30,10,1
4,31,10,1
4,32,0,0
4,33,0,0
4,34,0,0
4,35,0,0
4,36,0,0
4,37,0,0
4,38,0,0
4,39,0,0
4,40,0,0
4,41,0,0
4,42,0,0
4,43,0,0
4,44,0,0
4,45,0,0
5,1,16,4
5,2,20,6
5,3,22,6
5,4,37,8
5,5,43,10
5,6,45,10
5,7,43,9
5,8,39,9
5,9,41,9
5,10,39,8
5,11,37,7
5,12,26,7
5,13,24,7
5,14,24,8
5,15,43,11
5,16,51,14
5,17,51,11
5,18,45,10
5,19,32,10
5,20,34,12
5,21,38,12
5,22,49,12
5,23,49,12
5,24,49,11
5,25,47,10
5,26,41,7
5,27,24,5
5,28,22,6
5,29,20,5
5,30,0,3
5,31,0,1
5,32,0,0
5,33,0,0
5,34,0,0
6,1,16,4
6,2,20,6
6,3,24,8
6,4,26,9
6,5,26,7
6,6,22,6
6,7,22,7
6,8,37,8
6,9,41,9
6,10,26,6
6,11,20,4
6,12,18,4
6,13,18,5
6,14,18,5
6,15,20,5
6,16,20,6
6,17,20,6
6,18,35,5
6,19,18,5
6,20,18,5
6,21,18,4
6,22,16,3
6,23,18,5
6,24,39,8
6,25,26,8
6,26,24,8
6,27,26,9
6,28,30,11
6,29,49,13
6,30,51,15
6,31,55,15
6,32,55,17
6,33,55,14
6,34,49,13
6,35,34,10
6,36,30,11
6,37,34,12
6,38,38,11
6,39,34,12
6,40,36,13
6,41,38,13
6,42,49,12
6,43,53,15
6,44,57,15
6,45,55,16
6,46,55,16
6,47,57,17
6,48,63,19
6,49,61,18
6,50,74,18
6,51,60,18
6,52,58,20
6,53,62,19
6,54,58,18
6,55,56,17
6,56,56,19
6,57,56,18
6,58,56,20
6,59,58,19
6,60,60,22
6,61,97,24
6,62,87,25
6,63,89,26
6,64,91,27
6,65,115,29
7,1,16,4
7,2,20,6
7,3,24,7
7,4,26,7
7,5,22,6
7,6,22,7
7,7,22,6
7,8,22,7
7,9,22,6
7,10,20,5
7,11,18,4
7,12,18,3
7,13,16,4
7,14,18,4
7,15,16,3
7,16,16,2
7,17,12,1
7,18,10,1
7,19,10,1
7,20,12,1
7,21,10,1
7,22,12,1
7,23,10,1
7,24,10,1
7,25,16,4
7,26,20,4
7,27,16,2
7,28,12,2
7,29,14,2
7,30,0,0
7,31,0,0
7,32,0,0
7,33,0,0
7,34,0,0
7,35,0,0
7,36,0,0
7,37,0,0
7,38,0,0
7,39,0,0
7,40,0,0
7,41,0,0
7,42,0,0
8,1,16,4
8,2,20,5
8,3,22,6
8,4,24,7
8,5,37,8
8,6,41,8
8,7,26,6
8,8,22,6
8,9,20,5
8,10,20,4
8,11,16,4
8,12,18,5
8,13,33,6
8,14,35,5
8,15,33,5
8,16,20,4
8,17,24,8
8,18,26,8
8,19,26,9
8,20,41,8
8,21,45,11
8,22,45,9
8,23,39,5
8,24,22,4
8,25,18,3
8,26,18,5
8,27,35,6
8,28,24,6
8,29,22,5
8,30,20,6
8,31,22,7
8,32,22,6
8,33,22,6
8,34,20,6
8,35,22,6
8,36,22,6
8,37,26,8
8,38,30,9
8,39,28,6
8,40,22,6
8,41,20,4
8,42,18,5
8,43,20,5
8,44,22,6
8,45,35,6
8,46,37,4
8,47,33,3
8,48,29,3
8,49,20,3
8,50,18,4
8,51,18,4
8,52,18,3
8,53,0,1
8,54,0,0
8,55,0,0
8,56,0,0
8,57,0,0
9,1,16,4
9,2,20,6
9,3,24,7
9,4,26,8
9,5,26,8
9,6,24,7
9,7,24,8
9,8,39,9
9,9,41,10
9,10,43,10
9,11,43,11
