game,player,z,num_examples,value_mean,value_std,percent_full_iter
49,5012,1.0,155,0.0367,0.0254,63.870000000000005
50,5011,0.33333333333333337,58,0.0099,0.0089,87.92999999999999
50,5013,-1.0,28,-0.0316,0.0254,89.29
50,5010,-0.33333333333333326,64,0.0718,0.0556,90.62
50,5012,1.0,90,-0.0763,0.0486,53.33
51,5011,0.33333333333333337,106,-0.0409,0.0365,100.0
51,5010,-1.0,111,-0.017,0.0122,81.08
51,5013,1.0,151,0.0105,0.0071,68.21000000000001
51,5012,-0.33333333333333326,120,-0.0003,0.0002,79.17
52,5013,-1.0,174,0.0614,0.044,79.89
52,5010,0.33333333333333337,204,0.0527,0.0381,91.67
52,5011,-0.33333333333333326,158,-0.051,0.0399,100.0
52,5012,1.0,220,-0.0651,0.0445,65.91
53,5012,-1.0,119,0.0747,0.0502,70.59
53,5010,-0.33333333333333326,102,0.002,0.0016,92.16
53,5011,1.0,157,-0.0762,0.0536,71.97
53,5013,0.33333333333333337,166,-0.0789,0.0525,62.050000000000004
54,5010,-1.0,103,0.0258,0.0214,96.12
54,5013,0.33333333333333337,289,0.056,0.041,69.55
54,5012,-0.33333333333333326,296,-0.0098,0.0071,83.45
54,5011,1.0,319,-0.0894,0.0613,61.760000000000005
55,5012,-1.0,70,0.0251,0.0258,100.0
55,5011,-0.33333333333333326,152,0.0033,0.0024,82.24000000000001
55,5013,1.0,191,-0.0708,0.0515,62.83
55,5010,0.33333333333333337,206,0.0617,0.0424,63.11
56,5011,-1.0,58,0.0404,0.0316,94.83
56,5013,0.33333333333333337,95,-0.0067,0.0057,86.32
56,5010,-0.33333333333333326,106,-0.0172,0.0134,89.62
56,5012,1.0,126,-0.0813,0.0565,65.08
57,5010,-0.33333333333333326,119,0.0265,0.02,83.19
57,5011,-1.0,79,0.0663,0.0478,92.41
57,5012,1.0,180,0.0003,0.0002,38.33
57,5013,0.33333333333333337,151,0.027,0.0204,88.08
58,5010,-0.33333333333333326,149,-0.0223,0.0158,77.18
58,5013,-1.0,91,0.0499,0.0404,100.0
58,5012,1.0,168,-0.0533,0.0398,69.64
58,5011,0.33333333333333337,190,0.006,0.0041,77.37
59,5011,-1.0,45,0.0623,0.0583,100.0
59,5013,0.33333333333333337,76,-0.0195,0.0166,100.0
59,5010,-0.33333333333333326,83,-0.0445,0.0344,83.13000000000001
59,5012,1.0,99,0.0471,0.0333,56.57
60,5011,-1.0,88,-0.0076,0.007,95.45
60,5010,0.33333333333333337,152,0.0317,0.0229,84.87
60,5013,-0.33333333333333326,136,-0.0801,0.0526,67.65
60,5012,1.0,156,-0.0706,0.0507,75.0
61,5010,-1.0,79,-0.0073,0.0057,96.2
61,5013,0.33333333333333337,131,-0.0049,0.0035,78.63
61,5012,-0.33333333333333326,116,-0.0773,0.0572,84.48
61,5011,1.0,148,0.0278,0.0187,72.3
62,5011,-1.0,83,0.0598,0.0486,91.57
62,5013,-0.33333333333333326,98,-0.0161,0.012,85.71
62,5010,0.33333333333333337,105,-0.0571,0.0439,91.43
62,5012,1.0,125,-0.0832,0.056,46.400000000000006
63,5013,-1.0,63,-0.0065,0.0056,100.0
63,5012,0.33333333333333337,85,0.076,0.0684,83.53
