game,player,z,num_examples,value_mean,value_std,percent_full_iter
120,5013,1.0,263,-0.0083,0.0061,71.86
121,5013,-1.0,44,0.0529,0.038,90.91
121,5011,0.33333333333333337,50,-0.0363,0.0335,88.0
121,5012,-0.33333333333333326,63,0.0217,0.0159,87.3
121,5010,1.0,62,-0.0394,0.0313,80.65
122,5010,-1.0,35,-0.0332,0.0288,100.0
122,5011,-0.33333333333333326,90,0.0129,0.0087,63.33
122,5012,0.33333333333333337,93,-0.0036,0.0031,89.25
122,5013,1.0,107,-0.033,0.024,62.62
123,5012,-1.0,31,0.0401,0.0441,100.0
123,5011,1.0,73,-0.0187,0.0161,72.6
123,5010,-0.33333333333333326,63,0.0468,0.0331,84.13000000000001
123,5013,0.33333333333333337,72,-0.0725,0.0648,95.83
124,5011,-0.33333333333333326,84,0.0304,0.0244,71.43
124,5012,-1.0,80,-0.05,0.0408,96.25
124,5013,0.33333333333333337,101,0.0407,0.0309,72.28
124,5010,1.0,112,-0.0763,0.0547,41.959999999999994
125,5013,-1.0,51,-0.0621,0.0478,94.12
125,5011,-0.33333333333333326,52,-0.005,0.0041,94.23
125,5010,1.0,114,0.0617,0.048,47.370000000000005
125,5012,0.33333333333333337,116,-0.0466,0.0351,63.79
126,5012,-1.0,63,0.0266,0.0238,85.71
126,5013,0.33333333333333337,129,0.0363,0.0252,44.96
126,5011,1.0,129,-0.0166,0.0117,55.81
126,5010,-0.33333333333333326,103,-0.0513,0.0435,100.0
127,5011,0.33333333333333337,92,0.045,0.0377,100.0
127,5010,-1.0,59,0.0672,0.0576,84.75
127,5012,-0.33333333333333326,111,0.0802,0.059,53.15
127,5013,1.0,131,0.0676,0.044,40.46
128,5010,-1.0,40,0.0073,0.0062,100.0
128,5012,-0.33333333333333326,77,-0.0412,0.0329,74.03
128,5013,0.33333333333333337,99,-0.051,0.0394,82.83
128,5011,1.0,109,0.0235,0.0172,55.05
129,5010,-1.0,28,0.0292,0.0292,100.0
129,5013,0.33333333333333337,61,0.0162,0.013,100.0
129,5011,1.0,77,-0.06,0.0416,71.43
129,5012,-0.33333333333333326,67,-0.0133,0.0096,85.07000000000001
130,5012,-1.0,79,0.0335,0.0291,89.87
130,5010,-0.33333333333333326,132,-0.0843,0.0637,76.52
130,5011,1.0,173,0.0359,0.0239,73.99
130,5013,0.33333333333333337,146,0.0729,0.0542,76.71
131,5010,-1.0,48,-0.0528,0.0446,93.75
131,5013,-0.33333333333333326,91,-0.056,0.0423,69.23
131,5012,0.33333333333333337,103,-0.0503,0.0369,78.64
131,5011,1.0,110,0.0264,0.0188,51.82
132,5013,-1.0,38,-0.0169,0.0136,92.11
132,5011,0.33333333333333337,88,0.0504,0.0381,86.36
132,5010,1.0,107,-0.0442,0.0295,57.940000000000005
132,5012,-0.33333333333333326,77,0.0359,0.0249,71.43
133,5013,0.33333333333333337,77,-0.0138,0.0107,75.32
133,5010,-1.0,55,-0.0467,0.0381,100.0
133,5012,-0.33333333333333326,66,0.0029,0.0023,100.0
133,5011,1.0,92,0.0166,0.0115,55.43
134,5011,-1.0,32,-0.0228,0.0242,100.0
134,5010,0.33333333333333337,55,-0.0212,0.02,94.55
134,5012,1.0,80,0.0302,0.021,70.0
134,5013,-0.33333333333333326,54,0.0485,0.0387,74.07000000000001
135,5010,-1.0,32,-0.0215,0.0202,100.0
135,5012,-0.33333333333333326,47,0.0013,0.001,93.62
135,5011,0.33333333333333337,94,-0.0043,0.0032,70.21
135,5013,1.0,106,0.0617,0.0415,50.94
136,5013,-1.0,63,0.0211,0.0154,85.71
136,5011,-0.33333333333333326,76,-0.002,0.0018,96.05
136,5010,0.33333333333333337,77,0.0411,0.0376,79.22
136,5012,1.0,100,-0.0205,0.015,36.0
137,5011,-1.0,34,-0.0582,0.0517,100.0
137,5012,0.33333333333333337,46,0.0104,0.013,100.0
137,5013,-0.33333333333333326,56,-0.0805,0.06,89.29
137,5010,1.0,101,0.0298,0.0189,33.660000000000004
138,5011,-0.33333333333333326,135,0.0078,0.0065,83.7
138,5013,-1.0,120,-0.0402,0.0284,75.0
138,5012,0.33333333333333337,142,-0.0702,0.055,81.69
138,5010,1.0,193,0.0386,0.0247,29.020000000000003
139,5012,-1.0,38,0.0663,0.0737,100.0
139,5010,-0.33333333333333326,95,-0.0339,0.0265,86.32
139,5011,0.33333333333333337,103,0.0315,0.0231,76.7
139,5013,1.0,113,-0.0221,0.0151,52.21
140,5013,-0.33333333333333326,109,0.044,0.0421,100.0
140,5011,-1.0,102,0.0534,0.0394,100.0
140,5010,1.0,219,0.0405,0.0269,47.03
140,5012,0.33333333333333337,165,-0.0324,0.0264,85.45
141,5013,-1.0,18,-0.0436,0.0547,100.0
141,5012,1.0,73,0.0124,0.0095,50.68
141,5010,0.33333333333333337,71,0.0058,0.0045,73.24000000000001
141,5011,-0.33333333333333326,74,0.0183,0.0138,83.78
142,5013,-0.33333333333333326,41,-0.0413,0.0314,92.67999999999999
142,5011,-1.0,16,0.0015,0.0017,100.0
142,5012,0.33333333333333337,49,0.0169,0.014,89.8
142,5010,1.0,55,0.0314,0.0247,58.18
144,5012,0.33333333333333337,99,0.0276,0.0204,72.72999999999999
144,5013,-0.33333333333333326,61,-0.0137,0.0118,95.08
144,5010,1.0,107,0.0202,0.0144,76.64
144,5011,-1.0,70,0.0358,0.0259,95.71
145,5011,-0.33333333333333326,78,-0.0176,0.0143,84.61999999999999
145,5010,1.0,103,0.0234,0.0168,35.92
145,5013,-1.0,67,0.0268,0.0194,89.55
145,5012,0.33333333333333337,100,-0.0796,0.0571,59.0
146,5011,-1.0,48,0.0267,0.0226,100.0
146,5012,1.0,108,-0.0429,0.0297,50.0
146,5010,0.33333333333333337,99,0.0066,0.0049,63.63999999999999
146,5013,-0.33333333333333326,72,0.0445,0.0421,83.33
147,5011,-0.33333333333333326,100,-0.0675,0.0507,90.0
147,5010,0.33333333333333337,127,0.0828,0.0603,77.17
147,5013,-1.0,80,-0.008,0.0058,86.25
147,5012,1.0,163,0.0337,0.0205,32.519999999999996
148,5010,-0.33333333333333326,88,-0.0205,0.0163,92.05
148,5012,1.0,116,0.014,0.0111,64.66
148,5013,-1.0,68,0.0683,0.0554,91.18
148,5011,0.33333333333333337,145,0.0757,0.0508,42.76
149,5011,-1.0,20,0.0327,0.0362,100.0
149,5013,0.33333333333333337,74,0.0156,0.0112,56.76
149,5012,-0.33333333333333326,47,0.0388,0.0349,100.0
149,5010,1.0,86,-0.1012,0.0666,46.51
150,5011,-1.0,60,0.0248,0.0189,83.33
150,5012,-0.33333333333333326,106,-0.0079,0.0071,92.45
150,5013,0.33333333333333337,119,0.0419,0.0363,95.8
150,5010,1.0,170,-0.0381,0.0249,33.53
151,5012,-1.0,49,-0.0117,0.0097,73.47
151,5010,0.33333333333333337,135,-0.0261,0.02,84.44
151,5013,1.0,150,0.0008,0.0006,44.0
151,5011,-0.33333333333333326,148,-0.0149,0.0106,72.97
152,5013,-1.0,83,-0.0141,0.013,92.77
152,5011,-0.33333333333333326,105,-0.0471,0.0393,80.95
152,5012,0.33333333333333337,149,-0.05,0.0393,75.17
152,5010,1.0,171,0.0173,0.0126,56.730000000000004
153,5013,-1.0,64,0.0522,0.0404,95.30999999999999
153,5012,1.0,157,-0.0309,0.0202,42.68
153,5010,0.33333333333333337,142,0.0475,0.0334,69.01
153,5011,-0.33333333333333326,117,-0.013,0.0101,69.23
154,5011,-1.0,83,-0.0643,0.0522,100.0
154,5012,1.0,131,-0.0346,0.0234,44.269999999999996
154,5013,-0.33333333333333326,109,-0.0196,0.0146,84.39999999999999
154,5010,0.33333333333333337,113,-0.0641,0.0483,82.3
155,5010,-1.0,87,-0.0493,0.0414,100.0
155,5011,0.33333333333333337,102,0.0286,0.027,82.35
155,5012,-0.33333333333333326,77,-0.0127,0.0146,100.0
155,5013,1.0,142,-0.0138,0.0099,56.34
156,5010,-1.0,82,-0.028,0.0242,95.12
156,5013,0.33333333333333337,238,-0.0277,0.0189,66.39
156,5012,-0.33333333333333326,248,-0.0476,0.0299,39.519999999999996
156,5011,1.0,258,0.0248,0.0162,40.699999999999996
157,5012,-0.33333333333333326,61,-0.0713,0.0615,93.44
157,5010,-1.0,59,-0.0273,0.0242,84.75
157,5011,0.33333333333333337,110,-0.0331,0.0245,73.64
157,5013,1.0,114,-0.0561,0.0404,49.120000000000005
158,5011,-1.0,50,-0.0547,0.0466,100.0
158,5010,-0.33333333333333326,65,-0.0392,0.033,100.0
158,5012,1.0,105,0.0187,0.0135,55.24
158,5013,0.33333333333333337,99,0.0284,0.021,85.86
159,5012,0.33333333333333337,143,-0.0457,0.0345,65.73
159,5013,-0.33333333333333326,103,0.0255,0.0229,93.2
159,5010,-1.0,108,0.0345,0.0255,80.56
159,5011,1.0,155,0.0403,0.029,48.39
160,5013,-0.33333333333333326,86,0.0465,0.0376,80.23
160,5012,0.33333333333333337,102,-0.0306,0.0236,64.71000000000001
160,5010,1.0,135,0.0302,0.0193,62.96000000000001
160,5011,-1.0,72,0.0583,0.0425,77.78
161,5010,-1.0,47,-0.039,0.0321,100.0
161,5012,-0.33333333333333326,121,-0.0287,0.0202,57.02
161,5011,1.0,158,0.0773,0.051,50.629999999999995
161,5013,0.33333333333333337,155,-0.0439,0.029,47.74
162,5012,0.33333333333333337,72,-0.0716,0.0677,100.0
162,5011,-1.0,51,-0.0599,0.0443,94.12
162,5013,-0.33333333333333326,60,-0.0346,0.0263,95.0
162,5010,1.0,101,-0.0562,0.0418,52.480000000000004
163,5010,-1.0,51,0.061,0.0599,100.0
163,5013,-0.33333333333333326,69,0.0494,0.0421,89.86
163,5011,0.33333333333333337,124,0.0328,0.023,58.06
163,5012,1.0,127,-0.0661,0.0456,40.160000000000004
164,5013,-1.0,93,0.0462,0.0327,70.97
164,5012,0.33333333333333337,161,0.0737,0.0488,52.800000000000004
164,5010,-0.33333333333333326,118,0.03,0.024,96.61
164,5011,1.0,151,0.0692,0.0487,45.7
165,5012,0.33333333333333337,82,-0.0676,0.0659,96.34
165,5013,-0.33333333333333326,121,-0.07,0.0473,52.07000000000001
165,5010,-1.0,89,0.0234,0.0184,96.63000000000001
165,5011,1.0,125,-0.0339,0.0237,56.00000000000001
166,5010,-1.0,57,-0.0396,0.0314,94.74000000000001
166,5012,0.33333333333333337,100,-0.0029,0.0024,95.0
166,5013,-0.33333333333333326,105,0.0101,0.0076,84.76
166,5011,1.0,152,0.0065,0.0041,33.550000000000004
167,5010,-1.0,78,-0.0711,0.0593,89.74
167,5012,-0.33333333333333326,130,0.0539,0.0392,71.54
167,5013,1.0,140,0.0105,0.0074,70.71
167,5011,0.33333333333333337,118,0.0628,0.0502,67.80000000000001
168,5013,-1.0,72,0.0116,0.009,79.17
168,5010,-0.33333333333333326,111,-0.0018,0.0014,89.19
168,5011,0.33333333333333337,83,-0.0186,0.0197,95.17999999999999
168,5012,1.0,123,-0.0314,0.0234,39.019999999999996
169,5011,-0.33333333333333326,57,0.0326,0.0368,100.0
169,5012,-1.0,73,0.0477,0.0376,91.78
169,5013,0.33333333333333337,112,-0.0126,0.0097,73.21
169,5010,1.0,136,0.0203,0.0138,51.470000000000006
170,5012,-0.33333333333333326,54,-0.0505,0.0544,100.0
170,5011,0.33333333333333337,87,0.0452,0.0353,87.36
170,5010,-1.0,63,-0.0025,0.002,96.83
170,5013,1.0,99,-0.0083,0.0059,48.480000000000004
171,5010,-1.0,64,0.0145,0.012,92.19000000000001
171,5011,1.0,103,0.0018,0.0014,66.99000000000001
171,5013,0.33333333333333337,111,0.0282,0.0199,77.48
171,5012,-0.33333333333333326,95,0.0865,0.0646,65.25999999999999
172,5012,-1.0,151,-0.0572,0.0414,73.50999999999999
172,5013,-0.33333333333333326,182,0.0213,0.0151,76.92
172,5010,0.33333333333333337,171,-0.0235,0.0182,83.04
172,5011,1.0,203,0.0182,0.0124,42.86
173,5012,-1.0,35,0.0557,0.0573,91.43
173,5013,0.33333333333333337,62,-0.0667,0.0586,74.19
173,5010,-0.33333333333333326,67,0.0077,0.0055,68.66
173,5011,1.0,88,-0.0337,0.023,71.59
174,5013,-0.33333333333333326,77,-0.0014,0.0013,96.1
174,5010,0.33333333333333337,120,0.0195,0.0145,67.5
174,5011,-1.0,94,-0.0243,0.0175,75.53
174,5012,1.0,142,0.0806,0.0531,52.82
175,5012,-1.0,54,0.0292,0.0206,88.89
175,5010,-0.33333333333333326,96,-0.1003,0.0777,60.419999999999995
175,5011,1.0,131,-0.0342,0.0235,83.21
175,5013,0.33333333333333337,115,0.0454,0.0338,76.52
176,5011,-1.0,63,0.0403,0.0372,100.0
176,5013,-0.33333333333333326,68,-0.0065,0.006,94.12
176,5012,1.0,133,-0.0414,0.0286,54.14
176,5010,0.33333333333333337,134,-0.0184,0.0126,47.010000000000005
177,5012,-1.0,103,-0.0776,0.0569,63.11
177,5013,-0.33333333333333326,97,0.0507,0.0481,95.88
177,5010,0.33333333333333337,119,-0.0224,0.0185,85.71
177,5011,1.0,156,0.0453,0.0307,49.36
178,5012,-0.33333333333333326,66,0.0337,0.0337,100.0
178,5013,-1.0,65,-0.0044,0.0037,100.0
178,5010,0.33333333333333337,140,0.0442,0.0309,68.57
178,5011,1.0,161,0.0674,0.0426,38.51
179,5013,-1.0,43,0.0438,0.0337,79.07
179,5012,0.33333333333333337,73,0.062,0.0503,100.0
179,5011,-0.33333333333333326,39,-0.0148,0.016,100.0
179,5010,1.0,91,-0.0331,0.0232,42.86
180,5012,-1.0,59,0.0261,0.0209,79.66
180,5013,1.0,164,0.0624,0.0474,64.02
180,5011,0.33333333333333337,183,0.0078,0.0054,44.26
180,5010,-0.33333333333333326,132,-0.0297,0.0224,59.85
181,5012,-1.0,90,-0.0688,0.0511,100.0
181,5011,0.33333333333333337,121,-0.0071,0.0057,66.12
181,5010,-0.33333333333333326,125,0.0609,0.0433,75.2
181,5013,1.0,141,0.0022,0.0016,55.32
182,5011,0.33333333333333337,97,0.0681,0.0523,65.98
182,5012,-1.0,58,0.0206,0.0161,100.0
182,5010,-0.33333333333333326,67,-0.0219,0.0169,100.0
182,5013,1.0,131,-0.0059,0.0037,39.69
183,5012,-0.33333333333333326,66,0.0542,0.0437,100.0
183,5010,-1.0,40,0.0283,0.0329,100.0
183,5011,0.33333333333333337,132,-0.0752,0.0523,57.58
183,5013,1.0,148,0.0168,0.0107,37.16
184,5012,-1.0,40,-0.0162,0.0154,82.5
184,5010,-0.33333333333333326,58,-0.0727,0.0548,89.66
184,5011,0.33333333333333337,74,0.0012,0.001,87.83999999999999
184,5013,1.0,99,0.0294,0.0194,36.36
185,5012,0.33333333333333337,93,0.0018,0.0017,100.0
185,5010,-1.0,77,-0.045,0.035,96.1
185,5013,-0.33333333333333326,114,0.0135,0.0103,53.510000000000005
185,5011,1.0,156,-0.0748,0.0476,46.150000000000006
186,5011,-0.33333333333333326,80,0.0833,0.0595,81.25
186,5013,-1.0,43,0.0089,0.0072,93.02
186,5010,0.33333333333333337,79,-0.0552,0.0409,73.42
186,5012,1.0,98,-0.0671,0.0425,51.019999999999996
187,5011,-1.0,28,0.0181,0.0208,100.0
187,5013,-0.33333333333333326,53,0.0445,0.0319,88.68
187,5010,1.0,82,-0.0252,0.0172,41.46
187,5012,0.33333333333333337,58,-0.0016,0.0014,81.03
188,5010,0.33333333333333337,137,-0.0321,0.0251,77.37
188,5012,1.0,146,0.0452,0.0336,71.23
188,5011,-0.33333333333333326,89,-0.014,0.0142,96.63000000000001
188,5013,-1.0,107,0.0492,0.0411,100.0
189,5012,-1.0,106,-0.0346,0.0233,53.769999999999996
189,5013,-0.33333333333333326,102,-0.092,0.0709,84.31
189,5011,0.33333333333333337,140,0.0672,0.0425,46.43
189,5010,1.0,156,0.0465,0.031,50.0
190,5011,-1.0,40,0.0392,0.0287,100.0
190,5012,-0.33333333333333326,65,0.0416,0.0288,76.92
190,5010,1.0,77,0.0174,0.0128,61.040000000000006
190,5013,0.33333333333333337,68,-0.0499,0.0393,82.35
191,5011,-1.0,94,0.0236,0.0186,80.85
191,5013,-0.33333333333333326,77,0.0235,0.0231,100.0
191,5012,0.33333333333333337,164,0.0797,0.0589,45.73
191,5010,1.0,159,0.0378,0.0286,49.69
192,5012,-1.0,61,-0.0488,0.0367,75.41
192,5011,0.33333333333333337,80,-0.0408,0.0351,67.5
192,5010,-0.33333333333333326,63,-0.0403,0.0397,100.0
192,5013,1.0,110,-0.0666,0.0445,53.64
193,5011,-1.0,44,0.0603,0.0456,100.0
193,5010,1.0,105,-0.0394,0.0278,63.81
193,5013,0.33333333333333337,83,-0.0191,0.0159,78.31
193,5012,-0.33333333333333326,103,0.0036,0.0025,65.05
194,5013,-0.33333333333333326,173,-0.0291,0.0229,73.41
194,5010,1.0,216,0.0058,0.0043,70.83
194,5011,-1.0,143,0.0008,0.0007,88.11
194,5012,0.33333333333333337,230,0.0711,0.0495,66.09
195,5011,-1.0,55,0.0493,0.0358,67.27
195,5013,-0.33333333333333326,73,-0.0717,0.0582,86.3
195,5012,0.33333333333333337,135,-0.0893,0.0653,71.85000000000001
195,5010,1.0,149,0.038,0.0262,50.339999999999996
196,5012,-1.0,47,0.0749,0.0703,100.0
196,5013,-0.33333333333333326,57,0.0538,0.0492,94.74000000000001
196,5011,0.33333333333333337,116,0.0412,0.0293,75.0
196,5010,1.0,140,0.0471,0.0298,28.57
197,5011,-1.0,58,-0.006,0.0045,75.86
197,5010,-0.33333333333333326,72,-0.0722,0.0593,87.5
197,5013,0.33333333333333337,71,-0.0328,0.0306,88.73
197,5012,1.0,107,0.0271,0.0185,42.99
198,5011,-1.0,73,-0.0195,0.0177,86.3
198,5013,-0.33333333333333326,97,0.058,0.0486,75.26
198,5010,0.33333333333333337,115,-0.0515,0.0383,77.39
198,5012,1.0,136,-0.0595,0.0391,46.32
199,5011,-1.0,54,-0.0655,0.0522,100.0
199,5013,-0.33333333333333326,68,0.0005,0.0004,77.94
199,5012,1.0,126,0.0856,0.0605,74.6
199,5010,0.33333333333333337,131,-0.0043,0.003,44.269999999999996
200,5010,-1.0,100,-0.0152,0.0109,71.0
200,5011,1.0,152,0.046,0.0317,38.82
200,5012,0.33333333333333337,150,-0.0436,0.0299,62.0
200,5013,-0.33333333333333326,107,-0.0543,0.049,93.46
201,5010,-1.0,123,0.0536,0.0482,86.99
201,5012,-0.33333333333333326,167,-0.0805,0.0602,64.67
201,5011,0.33333333333333337,155,0.0041,0.0034,83.23
201,5013,1.0,211,-0.033,0.0215,46.45
202,5010,-1.0,59,-0.0193,0.0154,72.88
202,5011,-0.33333333333333326,76,0.0596,0.0495,100.0
202,5012,0.33333333333333337,71,-0.0257,0.0247,95.77
202,5013,1.0,106,0.069,0.0464,49.059999999999995
204,5012,-1.0,49,-0.0263,0.0279,100.0
204,5010,-0.33333333333333326,86,0.0621,0.0566,94.19
204,5011,0.33333333333333337,95,-0.0519,0.0378,76.84
204,5013,1.0,122,-0.0763,0.0523,42.620000000000005
205,5010,0.33333333333333337,65,0.0469,0.0434,89.23
205,5011,-0.33333333333333326,55,0.0462,0.0391,87.27000000000001
205,5013,-1.0,52,0.0649,0.0493,88.46000000000001
205,5012,1.0,87,0.0683,0.0496,55.169999999999995
206,5013,0.33333333333333337,71,-0.011,0.0081,57.75
206,5011,-1.0,27,0.0507,0.042,100.0
206,5012,-0.33333333333333326,58,-0.0048,0.0037,84.48
206,5010,1.0,80,0.0701,0.0486,63.74999999999999
207,5011,-0.33333333333333326,81,0.0135,0.013,96.3
207,5013,-1.0,44,0.0808,0.061,93.17999999999999
207,5012,1.0,111,-0.0372,0.0296,60.36
207,5010,0.33333333333333337,109,-0.0031,0.0025,64.22
208,5012,-0.33333333333333326,77,-0.0021,0.0017,77.92
208,5011,0.33333333333333337,81,-0.0223,0.019,75.31
208,5013,1.0,99,-0.0526,0.0381,58.589999999999996
208,5010,-1.0,64,0.0101,0.0076,84.38
209,5010,-1.0,42,0.0171,0.0156,100.0
209,5012,-0.33333333333333326,83,-0.0159,0.012,79.52
209,5011,1.0,150,0.0376,0.0262,58.67
209,5013,0.33333333333333337,166,-0.0346,0.022,42.17
210,5012,-1.0,40,-0.042,0.0515,100.0
210,5010,-0.33333333333333326,77,-0.0012,0.0009,92.21000000000001
210,5011,1.0,167,-0.02,0.0129,25.75
210,5013,0.33333333333333337,137,0.0659,0.0484,79.56
211,5010,-1.0,81,-0.0739,0.0628,91.36
211,5012,-0.33333333333333326,79,-0.0756,0.064,88.61
211,5011,1.0,150,-0.0001,0.0,38.0
211,5013,0.33333333333333337,132,-0.0582,0.0411,43.94
212,5012,-0.33333333333333326,51,-0.0394,0.0304,94.12
212,5010,-1.0,38,0.0607,0.0518,100.0
212,5013,0.33333333333333337,73,0.0467,0.0337,83.56
212,5011,1.0,84,-0.0043,0.0029,61.9
213,5010,-1.0,42,0.0328,0.0271,100.0
213,5011,-0.33333333333333326,51,0.0048,0.0047,92.16
213,5012,0.33333333333333337,79,-0.001,0.0009,96.2
213,5013,1.0,88,0.0823,0.0653,67.05
214,5012,-1.0,63,-0.0437,0.0391,100.0
214,5011,1.0,159,0.1078,0.0688,49.69
214,5010,0.33333333333333337,119,0.0455,0.0361,78.14999999999999
214,5013,-0.33333333333333326,119,0.0105,0.0079,79.83
215,5012,-0.33333333333333326,60,-0.0546,0.0415,95.0
215,5010,-1.0,39,-0.0078,0.0065,100.0
215,5011,0.33333333333333337,64,0.0038,0.0027,76.55999999999999
215,5013,1.0,76,0.05,0.0319,50.0
216,5010,-0.33333333333333326,93,-0.0114,0.0093,74.19
216,5012,-1.0,85,0.007,0.0055,90.59
216,5011,1.0,143,-0.0492,0.035,39.86
216,5013,0.33333333333333337,101,0.0254,0.0251,89.11
217,5012,-0.33333333333333326,91,0.081,0.0671,78.02
217,5011,-1.0,58,-0.0745,0.0582,87.92999999999999
217,5013,0.33333333333333337,162,0.0735,0.0498,73.46000000000001
217,5010,1.0,174,-0.0338,0.0221,29.310000000000002
218,5011,-1.0,89,0.0126,0.009,77.53
218,5012,0.33333333333333337,109,-0.0458,0.037,90.83
218,5013,1.0,124,0.0267,0.0194,39.519999999999996
218,5010,-0.33333333333333326,141,-0.0268,0.0175,35.46
219,5011,-1.0,57,0.0595,0.0507,100.0
219,5013,-0.33333333333333326,83,0.0628,0.0448,74.7
219,5012,0.33333333333333337,182,-0.047,0.0313,61.53999999999999
219,5010,1.0,193,0.0275,0.0178,47.15
220,5010,-1.0,37,-0.0447,0.0459,100.0
220,5013,0.33333333333333337,91,0.0304,0.0229,72.53
220,5012,-0.33333333333333326,76,0.0505,0.0354,80.25999999999999
220,5011,1.0,91,0.0335,0.0252,72.53
221,5011,-1.0,59,0.0124,0.0095,100.0
221,5012,0.33333333333333337,84,-0.0115,0.0088,78.57
221,5013,-0.33333333333333326,60,-0.0102,0.0092,100.0
221,5010,1.0,91,-0.0803,0.0592,79.12
222,5011,-1.0,111,-0.0616,0.049,93.69
222,5010,-0.33333333333333326,174,0.1085,0.0787,74.71
222,5012,0.33333333333333337,212,0.0209,0.0149,75.0
222,5013,1.0,225,0.023,0.0156,66.22
223,5012,-0.33333333333333326,63,0.0401,0.0395,100.0
223,5010,-1.0,59,0.0005,0.0004,61.019999999999996
223,5011,0.33333333333333337,150,-0.0777,0.0617,61.33
223,5013,1.0,144,0.0185,0.0148,54.169999999999995
224,5010,-1.0,62,-0.0609,0.0468,75.81
224,5013,1.0,129,0.0343,0.0218,37.21
224,5012,0.33333333333333337,103,-0.063,0.0472,74.76
224,5011,-0.33333333333333326,108,0.0174,0.0123,50.0
225,5013,-1.0,47,0.0195,0.0154,78.72
225,5011,-0.33333333333333326,91,-0.0437,0.0362,92.31
225,5012,0.33333333333333337,108,-0.106,0.083,69.44
225,5010,1.0,153,0.0924,0.0568,35.29
226,5012,-0.33333333333333326,49,0.0816,0.0649,75.51
226,5010,-1.0,27,-0.0558,0.0499,100.0
226,5013,0.33333333333333337,54,0.0194,0.0174,87.03999999999999
226,5011,1.0,66,0.0809,0.0632,51.519999999999996
227,5013,0.33333333333333337,105,0.0741,0.0558,88.57000000000001
227,5011,1.0,115,0.0572,0.0401,57.38999999999999
227,5010,-0.33333333333333326,114,-0.0229,0.0159,71.93
227,5012,-1.0,89,-0.0116,0.0075,65.16999999999999
228,5010,-1.0,27,-0.0373,0.0286,88.89
228,5012,-0.33333333333333326,81,0.0439,0.0364,100.0
228,5013,1.0,118,0.0803,0.0554,50.849999999999994
228,5011,0.33333333333333337,97,-0.0517,0.0415,61.86000000000001
229,5010,-0.33333333333333326,53,0.0636,0.0456,71.7
229,5012,-1.0,48,0.0516,0.04,100.0
229,5011,0.33333333333333337,51,-0.0108,0.0102,96.08
229,5013,1.0,62,-0.0651,0.0517,67.74
230,5011,-1.0,49,0.0245,0.024,91.84
230,5013,-0.33333333333333326,123,0.0021,0.0015,71.54
230,5010,0.33333333333333337,162,0.0091,0.0064,58.64
230,5012,1.0,164,0.0587,0.0412,33.54
231,5011,-0.33333333333333326,48,0.0275,0.0299,100.0
231,5010,-1.0,50,-0.0577,0.0512,100.0
231,5012,0.33333333333333337,97,0.0814,0.0545,39.18
231,5013,1.0,103,0.0261,0.0167,44.66
232,5013,-1.0,46,-0.0585,0.0387,84.78
232,5010,0.33333333333333337,76,-0.0376,0.0296,69.74000000000001
232,5011,-0.33333333333333326,77,0.0004,0.0003,72.72999999999999
232,5012,1.0,92,-0.0753,0.0511,41.3
233,5010,-0.33333333333333326,125,0.0799,0.0548,42.4
233,5013,-1.0,89,0.0522,0.0381,85.39
233,5011,0.33333333333333337,131,-0.0052,0.0043,80.92
233,5012,1.0,160,0.026,0.018,36.25
234,5011,-1.0,53,0.0424,0.0317,81.13
234,5012,-0.33333333333333326,72,0.0045,0.0036,76.39
234,5010,1.0,94,-0.0409,0.0287,64.89
234,5013,0.33333333333333337,84,0.0556,0.0415,73.81
235,5011,-1.0,51,-0.0199,0.0173,82.35
235,5012,1.0,99,-0.0137,0.0104,50.51
235,5013,-0.33333333333333326,60,-0.0538,0.0538,100.0
235,5010,0.33333333333333337,106,0.0483,0.0346,57.550000000000004
236,5010,-0.33333333333333326,54,0.0576,0.0496,100.0
236,5012,-1.0,44,-0.011,0.0087,93.17999999999999
236,5013,0.33333333333333337,80,0.0638,0.0468,71.25
236,5011,1.0,96,-0.0416,0.0274,42.71
237,5012,-1.0,36,0.0771,0.0651,91.67
237,5010,-0.33333333333333326,92,-0.0461,0.0336,65.22
237,5011,0.33333333333333337,195,-0.0226,0.0143,41.03
237,5013,1.0,189,-0.092,0.0612,54.50000000000001
238,5012,-1.0,27,-0.0599,0.0669,100.0
238,5013,0.33333333333333337,71,0.0648,0.0493,56.34
238,5010,-0.33333333333333326,62,-0.0332,0.0238,75.81
238,5011,1.0,89,-0.0447,0.0295,57.3
239,5010,-1.0,36,-0.0482,0.0605,100.0
239,5011,-0.33333333333333326,93,0.0546,0.0496,90.32
239,5013,0.33333333333333337,249,-0.062,0.0415,61.040000000000006
239,5012,1.0,273,-0.0004,0.0003,40.29
240,5011,-1.0,46,-0.0017,0.0018,100.0
240,5013,-0.33333333333333326,69,-0.0632,0.0506,76.81
240,5012,0.33333333333333337,86,-0.0784,0.0603,66.28
240,5010,1.0,101,-0.0414,0.0288,36.63
241,5011,-1.0,90,-0.0433,0.0346,96.67
241,5013,-0.33333333333333326,178,0.0182,0.0145,76.97
241,5012,0.33333333333333337,212,0.0214,0.0157,66.51
241,5010,1.0,252,-0.0764,0.0497,40.48
242,5010,-1.0,19,0.0389,0.0457,100.0
242,5013,0.33333333333333337,62,-0.0156,0.0124,93.55
242,5012,-0.33333333333333326,54,0.065,0.046,55.559999999999995
242,5011,1.0,77,0.095,0.0659,59.74
