game,round,num_iterations,max_depth,time_taken,num_children,value
1,1,1000,3,3.83,3,-0.0188114065900445
1,2,1000,3,3.61,2,-0.01881096398830414
1,3,1000,3,3.13,2,-0.0188107306919992
1,4,1000,3,3.05,3,-0.01881095040217042
1,5,1000,3,3.39,5,-0.01881084691360593
1,6,1000,3,3.23,1,-0.018810915056616067
1,7,1000,5,3.51,2,-0.018811120465397835
1,8,1000,4,3.19,3,-0.018811399810016154
1,9,1000,4,4.81,11,-0.01881154784746468
1,10,892,3,10.0,11,-0.01881160328139639
1,11,1000,3,3.28,1,-0.018812327593564986
1,12,1000,1,2.68,2,-0.01881282311677933
1,13,1000,2,2.75,1,-0.018811645925045015
1,14,1000,2,3.59,3,-0.018812128875404597
1,15,281,5,10.02,3,-0.018811951142825266
1,16,1000,2,4.03,4,-0.018812060613185168
1,17,1000,4,9.13,3,-0.01881209984049201
1,18,416,5,10.0,3,-0.018813057516056757
1,19,1000,5,9.26,3,-0.01881385664269328
1,20,1000,3,3.51,3,-0.01881395772472024
1,21,1000,2,3.35,5,-0.018814744375646113
1,22,1000,3,4.28,5,-0.018814690638333558
1,23,766,6,10.0,3,-0.018814683393344245
1,24,263,7,10.03,1,-0.018814455561991426
1,25,1000,6,9.55,1,-0.01881476217880845
1,26,1000,3,5.58,3,-0.01881589585915208
1,27,1000,3,5.41,10,-0.018816338151693344
1,28,498,5,10.02,2,-0.018817026538392866
1,29,1000,5,7.15,5,-0.018817652240395544
1,30,1000,3,3.41,4,-0.018818240828812123
1,31,1000,2,4.05,4,-0.01881850577890873
1,32,1000,4,4.95,4,-0.01881910404935479
1,33,1000,4,4.64,1,-0.018819911982864142
1,34,515,5,10.0,2,-0.018820090689560743
1,35,1000,5,4.31,1,-0.01882095731794834
1,36,1000,5,6.33,1,-0.018821242399513723
1,37,1000,4,9.73,8,-0.018821500234305857
1,38,1000,5,6.84,3,-0.018822023846209048
1,39,1000,3,4.84,11,-0.0188220897372812
1,40,1000,3,3.23,3,-0.01882280771434307
1,41,1000,1,2.94,10,-0.018822022918611764
1,42,1000,2,3.51,2,-0.018824013497680425
1,43,243,3,10.04,10,-0.018823920040096274
1,44,264,4,10.01,7,-0.018824608375628788
1,45,1000,4,9.95,5,-0.01882445127889514
1,46,1000,3,2.82,2,-0.018824176698923112
1,47,1000,4,3.69,2,-0.0188241752050817
1,48,1000,3,3.63,1,-0.018824968297034502
1,49,1000,4,3.4,3,-0.01882505688816309
1,50,1000,5,4.01,3,-0.01882548164948821
1,51,1000,3,3.27,1,-0.018825844146311284
1,52,1000,7,6.24,1,-0.018826546499505638
1,53,1000,7,6.75,3,-0.018827316926792265
1,54,1000,5,5.03,2,-0.018827903367578985
1,55,256,4,10.02,6,-0.018828176602255553
1,56,292,6,10.04,3,-0.018829980558932643
1,57,1000,6,8.56,5,-0.018830106392502786
1,58,1000,4,3.92,2,-0.01882960335165262
1,59,1000,2,3.11,2,-0.01882753474265337
1,60,1000,1,2.7,4,-0.018827884290367365
1,61,1000,2,3.06,2,-0.01882936331257224
1,62,1000,3,3.65,1,-0.018829629059880972
1,63,1000,3,3.34,1,-0.018830730389803648
1,64,1000,3,3.38,1,-0.01883134673908353
1,65,1000,3,3.34,1,-0.018831651531159878
1,66,1000,3,2.95,1,-0.018832063453271985
1,67,1000,6,4.33,2,-0.018833290060982107
1,68,318,5,10.02,4,-0.01883268687850649
1,69,1000,4,3.49,2,-0.01883193390443921
1,70,1000,2,2.67,1,-0.01883205585181713
1,71,1000,2,2.66,1,-0.01883039504289627
1,72,1000,2,2.62,1,-0.018829526379704475
2,1,1000,3,3.67,3,-0.0037563442839309573
2,2,1000,3,3.76,3,-0.003756661484949291
2,3,1000,4,4.32,3,-0.003756778383627534
2,4,1000,4,3.91,4,-0.0037569928746670487
2,5,1000,3,3.04,3,-0.003757229832932353
2,6,1000,3,2.85,2,-0.0037574031669646503
2,7,1000,2,2.64,1,-0.003757484294474125
2,8,1000,3,4.21,9,-0.0037575083645060656
2,9,1000,3,3.08,3,-0.0037573778238147496
2,10,1000,3,3.27,4,-0.0037573561090975998
2,11,1000,3,2.64,1,-0.0037571885995566845
2,12,1000,3,2.84,2,-0.0037566260453313588
2,13,1000,3,5.01,13,-0.003757090757600963
2,14,1000,3,3.02,3,-0.003757079149596393
2,15,1000,3,2.85,2,-0.0037565061561763285
2,16,1000,3,3.52,3,-0.0037558985063806177
2,17,1000,2,2.8,2,-0.003754926429130137
2,18,1000,2,3.58,7,-0.003755223851650953
2,19,1000,2,2.93,3,-0.003755393834784627
2,20,1000,2,2.97,3,-0.0037553395871073006
2,21,1000,2,3.25,5,-0.0037551064593717457
2,22,1000,4,4.74,3,-0.0037545219073072075
2,23,508,5,10.02,5,-0.003752903906467158
2,24,1000,4,5.75,3,-0.0037525515304878353
2,25,1000,3,3.5,3,-0.003754511922597885
2,26,1000,3,3.52,3,-0.0037545621395111083
2,27,1000,5,7.68,3,-0.0037580254366621373
2,28,1000,4,4.11,2,-0.00375959915202111
2,29,1000,2,5.74,8,-0.0037585838977247476
2,30,853,3,10.0,4,-0.0037579096445392334
2,31,1000,5,9.61,3,-0.0037565348269417882
2,32,1000,3,3.74,2,-0.0037561318883672355
2,33,1000,4,7.22,3,-0.0037565380074083806
2,34,285,5,10.01,3,-0.00375562428513117
2,35,581,7,10.02,3,-0.0037554300449493625
2,36,1000,5,2.99,1,-0.0037550904313102366
2,37,1000,5,4.92,4,-0.003754935725592077
2,38,1000,6,4.44,2,-0.0037541636414825915
2,39,1000,5,3.24,3,-0.0037515322025865314
2,40,1000,3,3.1,4,-0.003751200350932777
2,41,1000,3,3.98,3,-0.003752696979790926
2,42,1000,3,3.28,4,-0.00375186378788203
2,43,1000,3,2.94,6,-0.0037521931985393165
2,44,1000,1,2.55,2,-0.003751435283571482
2,45,1000,1,2.57,3,-0.0037509599793702363
2,46,1000,3,2.74,3,-0.003751014526700601
2,47,1000,4,5.48,3,-0.003751779501326382
2,48,1000,4,3.77,3,-0.0037516051204875113
2,49,1000,4,4.72,4,-0.003752043196000159
2,50,1000,4,3.63,1,-0.0037520859213545916
2,51,1000,3,2.65,1,-0.0037504944647662342
2,52,1000,2,2.65,1,-0.0037487258780747653
3,1,1000,3,3.69,3,0.11648231236636639
3,2,1000,3,3.06,2,0.11648245666921139
3,3,1000,3,2.97,2,0.11648259932547808
3,4,1000,3,2.92,3,0.116482625849545
3,5,1000,2,2.76,2,0.11648268207162618
3,6,1000,2,2.75,2,0.1164827886223793
3,7,1000,2,2.81,3,0.1164828120470047
3,8,1000,2,2.65,3,0.11648269236087799
3,9,1000,2,2.73,3,0.11648250486701726
3,10,1000,1,2.61,4,0.11648229940235615
3,11,1000,1,2.52,2,0.11648253092169762
3,12,1000,2,2.98,6,0.11648226001858711
3,13,1000,1,2.59,3,0.1164820444881916
3,14,1000,3,4.1,6,0.1164816067814827
3,15,1000,2,2.97,3,0.11648182155191898
3,16,1000,3,4.06,4,0.11648187685757876
3,17,1000,3,2.7,1,0.11648194449394941
3,18,1000,5,9.51,2,0.11648229683935642
3,19,1000,4,7.16,4,0.11648256850242615
3,20,1000,4,4.17,4,0.11648237829655408
3,21,1000,3,2.97,4,0.11648191240429878
3,22,1000,4,7.02,3,0.11648174747079611
3,23,712,4,10.03,3,0.11648105347549982
3,24,1000,4,9.65,4,0.11648051083087921
3,25,227,4,10.01,4,0.11648022216059563
3,26,243,4,10.02,3,0.11648109377411658
3,27,1000,4,9.43,2,0.11648208379000426
3,28,1000,3,3.93,4,0.11648181666433811
3,29,281,3,10.02,5,0.11648171562104886
3,30,1000,4,9.55,2,0.11648164622485638
3,31,1000,1,2.88,10,0.11648176714777947
4,1,1000,3,3.65,3,-0.026051526088267565
4,2,1000,3,3.34,3,-0.026051643066108226
4,3,1000,3,3.28,3,-0.026051521740853786
4,4,1000,3,3.56,3,-0.026051207745447755
4,5,1000,3,3.15,1,-0.026050927691161633
4,6,1000,4,4.07,2,-0.026050371861085296
4,7,1000,4,5.05,5,-0.02605059129372239
4,8,1000,2,2.61,3,-0.026050444707274436
4,9,1000,2,2.79,2,-0.026050212308764458
4,10,1000,3,4.42,2,-0.02604930630326271
4,11,1000,3,4.02,2,-0.026048605954274537
4,12,676,6,10.0,5,-0.026047913754391954
4,13,1000,5,3.92,4,-0.026047817651182414
4,14,1000,3,4.5,3,-0.02604736568592489
4,15,1000,3,3.34,5,-0.026046406365931033
4,16,1000,4,6.65,5,-0.026046097910031676
4,17,1000,5,9.66,2,-0.02604561738669872
4,18,1000,6,4.72,3,-0.026044622858986257
4,19,1000,6,6.41,3,-0.026044702041894196
4,20,446,5,10.0,7,-0.026044875588017463
4,21,459,4,10.0,4,-0.02604319688038239
4,22,1000,2,2.95,2,-0.026042607368901374
4,23,1000,2,3.13,6,-0.026042873231694103
4,24,1000,3,5.69,6,-0.026043077697977424
4,25,338,6,10.01,3,-0.026040860611570658
4,26,515,5,10.0,1,-0.026039395857493854
4,27,255,4,10.0,4,-0.02603921069964474
4,28,1000,3,4.22,3,-0.02603848087787628
4,29,314,6,10.01,2,-0.026037180748809674
4,30,344,5,10.02,3,-0.02603654873687341
4,31,1000,3,3.59,1,-0.02603612749837339
4,32,351,5,10.02,3,-0.026035687538590865
4,33,960,5,10.0,3,-0.02603492785904867
4,34,568,5,10.0,2,-0.02603501007026455
4,35,271,5,10.01,3,-0.02603413330947781
4,36,1000,3,4.71,2,-0.0260332427918911
4,37,298,5,10.01,3,-0.02603228972762223
4,38,1000,5,4.36,3,-0.026032348016276956
4,39,517,5,10.0,3,-0.026031531004426095
4,40,1000,5,6.44,2,-0.026031127789989113
4,41,1000,3,8.1,2,-0.026029908450320362
4,42,273,4,10.03,11,-0.026029461264719455
4,43,226,4,10.02,3,-0.02602852974087
4,44,234,4,10.04,2,-0.026027596667090543
4,45,276,3,10.0,3,-0.026026655622906444
5,1,1000,3,3.73,3,-0.10752957938611507
5,2,1000,3,2.92,3,-0.1075290684401989
5,3,1000,3,3.23,1,-0.10752961184829474
5,4,1000,2,2.78,3,-0.10752941370755434
5,5,1000,2,2.88,3,-0.107528843998909
5,6,1000,2,2.9,3,-0.1075297280177474
5,7,1000,1,2.52,2,-0.10752967557311058
